Topic,Words,Probabilities
Topic 18,"ants, ant, nests, forests, species, fungi, soil, trees, crematogaster, forest","0.5777272, 0.47398183, 0.37352747, 0.30263805, 0.29620916, 0.28636336, 0.2715711, 0.25944436, 0.2440474, 0.24370493"
Topic 19,"fungi, fungal, soils, soil, ectomycorrhizal, mycorrhizal, microbial, plants, species, rhizosphere","0.5287328, 0.463196, 0.39969784, 0.38552266, 0.37691963, 0.3583217, 0.35302776, 0.31833965, 0.29250142, 0.27505556"
Topic 20,"bees, bee, pollination, foraging, nectar, bumblebees, honey, pollen, flowering, pollinators","0.6381331, 0.55506426, 0.4377607, 0.3873197, 0.38461927, 0.36030817, 0.35573924, 0.34614986, 0.3420706, 0.33918184"
Topic 21,"trees, forests, leaves, forest, tree, quercus, leaf, herbivory, herbivores, diversity","0.41276133, 0.3771686, 0.3623701, 0.3428567, 0.3359102, 0.3195814, 0.3096272, 0.29660913, 0.2908705, 0.27080926"
Topic 22,"breeding, nests, tits, species, birds, reproductive, predation, tit, blue, clutch","0.4037994, 0.38095492, 0.30706513, 0.30237222, 0.30057442, 0.2924387, 0.28244486, 0.2752423, 0.24612324, 0.23891118"
Topic 23,"virulence, parasites, parasite, infectious, infections, virulent, infected, evolutionary, infection, strains","0.5364511, 0.52160823, 0.51580983, 0.43632782, 0.41326317, 0.4001438, 0.3823486, 0.38091704, 0.3718375, 0.34586483"
Topic 24,"analyzed, research, data, analysed, study, doi, ecology, authors, science, wiley","0.37290186, 0.32712066, 0.31610867, 0.28616208, 0.23839386, 0.22635767, 0.19085342, 0.18846355, 0.18733546, 0.18105978"
Topic 25,"microbial, microbes, phototrophic, peatlands, biomass, peat, soil, bacteria, biochemical, cyanobacteria","0.50078714, 0.39814922, 0.35149282, 0.33227563, 0.33142108, 0.32860133, 0.3277203, 0.31740332, 0.31710368, 0.31053582"
Topic 26,"aphids, aphid, parasitoids, parasitoid, insects, aphidius, larvae, parasitism, predators, herbivore","0.6394013, 0.6118063, 0.58540374, 0.5317688, 0.51038516, 0.47135633, 0.43285018, 0.4284443, 0.3696067, 0.35683286"
Topic 27,"lm, 0m7m1, l0, bm, uorb1, lv, m7v1r, uvb77, 0bo7b, o0","0.30294728, 0.30157065, 0.30030635, 0.28944468, 0.28451246, 0.2769106, 0.2712337, 0.26595622, 0.26005164, 0.2595394"
Topic 28,"flowering, pollination, plants, flowers, flower, floral, pollinators, species, agroecological, plant","0.50613916, 0.47173622, 0.43976742, 0.4152697, 0.4068554, 0.39745748, 0.36825094, 0.36360067, 0.35662258, 0.35342672"
Topic 29,"75, 44, 45, 85, m1, 88, 50, m2, 20, strength","0.2881004, 0.282748, 0.26080543, 0.25789213, 0.25207132, 0.24502277, 0.23819676, 0.23676859, 0.23578387, 0.23497708"
Topic 30,"ecological, dispersal, prey, stability, predators, species, abundances, predator, abundance, metacommunity","0.4312401, 0.39222783, 0.3774759, 0.37337267, 0.3512202, 0.32321438, 0.31405658, 0.3121098, 0.30076838, 0.29688948"
Topic 31,"methodology, study, research, editing, manuscript, supervision, investigation, resources, analysis, equal","0.409504, 0.40209898, 0.39731732, 0.3897865, 0.3670062, 0.35892782, 0.35851783, 0.3572488, 0.35698202, 0.33021814"
Topic 32,"fishes, extinctions, fish, perch, lakes, extinction, trout, predation, pike, predators","0.5358829, 0.45689797, 0.45682463, 0.44530278, 0.43766052, 0.4322474, 0.43057486, 0.41933364, 0.4142254, 0.40271813"
Topic 33,"habitats, habitat, eelgrass, predation, seagrass, species, fishes, fish, benthic, environmental","0.5418138, 0.5007213, 0.46090767, 0.43741912, 0.43088248, 0.39903048, 0.3456083, 0.31059372, 0.28797734, 0.26008016"
Topic 34,"phytoplankton, ecosystem, nutrient, plankton, temperatures, metabolic, nutrients, temperature, photosynthetic, microalgal","0.5505949, 0.37055317, 0.30815092, 0.29406372, 0.28900605, 0.27554408, 0.27451676, 0.27444112, 0.25831914, 0.2400941"
Topic 35,"communities, centrality, social, networks, associations, demographic, groups, association, individuals, among","0.44425228, 0.41317266, 0.39946255, 0.37211156, 0.33778733, 0.33111465, 0.30524462, 0.29076958, 0.2869146, 0.2838697"
Topic 36,"rodents, rodent, species, mammal, habitat, rattus, musculus, mice, rat, rats","0.5253137, 0.50702775, 0.4846771, 0.47202557, 0.450766, 0.429817, 0.3951165, 0.39133787, 0.36404502, 0.36351785"
Topic 37,"maternal, longevity, reproductive, gestation, fetus, birth, cohort, growth, lateborn, date","0.33293837, 0.32602915, 0.32200447, 0.3138073, 0.31157398, 0.30687207, 0.26976097, 0.2633913, 0.2561565, 0.24651262"
Topic 38,"bats, habitats, habitat, bat, turbines, wind, foraging, hedgerows, turbine, species","0.4673589, 0.4189418, 0.3815489, 0.3711872, 0.361018, 0.3595752, 0.33936858, 0.33515579, 0.29845104, 0.27794266"
Topic 39,"immunity, immune, reproduction, vaccine, reproductive, vaccination, antibodies, breeding, antibody, vaccinated","0.54168606, 0.5073926, 0.36462176, 0.33935872, 0.33802065, 0.30720818, 0.29267627, 0.29108036, 0.2798475, 0.26354688"
Topic 40,"phenotypic, habitats, populations, ecology, habitat, species, urbanization, evolutionary, traits, urbanisation","0.510359, 0.49790347, 0.49249923, 0.46608186, 0.45124704, 0.44049758, 0.423467, 0.4059453, 0.3881985, 0.36709043"
Topic 41,"teeth, snakes, tooth, snake, dentition, dental, mammals, morphology, phylogenetic, beaks","0.51406384, 0.46615505, 0.44609904, 0.43097842, 0.37705907, 0.3725046, 0.3241222, 0.30066395, 0.2994219, 0.2948392"
Topic 42,"ecological, ecosystem, mpas, mpa, biodiversity, conservation, sustainable, marine, recreational, objectives","0.5189152, 0.5115664, 0.44279176, 0.44160736, 0.39966595, 0.38675332, 0.361939, 0.34637934, 0.32446074, 0.30896994"
Topic 43,"seabirds, foraging, albatrosses, seabird, albatross, migratory, birds, species, breeding, niches","0.5325945, 0.47780854, 0.4647033, 0.45696697, 0.44333863, 0.43841463, 0.43553984, 0.41658896, 0.41370034, 0.38256478"
Topic 44,"estimation, estimates, wildlife, monitoring, observed, trends, trend, conservation, observers, population","0.38254255, 0.35725883, 0.35644618, 0.3521618, 0.35044822, 0.33817834, 0.32361734, 0.32081473, 0.31627688, 0.3139882"
Topic 45,"parasitoids, parasitoid, parasitism, species, flies, invasions, plants, diptera, tephritidae, solanum","0.5834953, 0.5469178, 0.47683007, 0.4404, 0.39220023, 0.36013377, 0.3547416, 0.34293944, 0.3345906, 0.31009498"
Topic 46,"telomeres, telomere, telomerase, lifespan, phylogeny, longevity, phylogenetic, reproduction, offspring, lengths","0.57828575, 0.5007751, 0.45415133, 0.35693395, 0.34062925, 0.31261188, 0.3015942, 0.3005401, 0.29437327, 0.2677695"
Topic 47,"parasitoids, parasitoid, eggs, larvae, egg, incubation, parasitism, hatching, larval, pityocampa","0.57571435, 0.5636383, 0.4454829, 0.41860303, 0.41396698, 0.3740524, 0.37248302, 0.3018114, 0.27106953, 0.25215048"
Topic 48,"archipelagos, ecology, islands, dispersal, archipelago, ecological, species, speciation, island, atolls","0.4830851, 0.48244062, 0.48047423, 0.47682422, 0.44158268, 0.4304813, 0.41101977, 0.41091597, 0.38915074, 0.37841535"
Topic 49,"fires, fire, wildfire, danger, ecological, vegetation, forest, areas, burn, burnt","0.54934126, 0.43351793, 0.4288946, 0.24420623, 0.24295785, 0.23848985, 0.23816733, 0.23499437, 0.22904837, 0.22412354"
Topic 50,"biodiversity, ecology, taxonomic, reefs, reef, species, coral, phylogenetic, ocean, fish","0.5193777, 0.45450705, 0.451198, 0.44966713, 0.43162915, 0.40226436, 0.38030663, 0.36111253, 0.350939, 0.32138437"
Topic 51,"fisheries, fishery, fishing, fished, ecosystem, fish, metapopulation, catches, dispersal, species","0.6432613, 0.62933505, 0.50283, 0.4353414, 0.4080731, 0.38493747, 0.35206598, 0.34983373, 0.34119844, 0.32647908"
Topic 52,"drosophila, yakuba, strains, species, mating, pigmentation, santomea, flies, ventral, bcyak","0.43074122, 0.36673868, 0.36006925, 0.34459212, 0.29478085, 0.23633894, 0.23597734, 0.2334682, 0.22967905, 0.22854647"
Topic 53,"spermatogenesis, sperm, reproductive, fertilization, mating, seminal, offspring, semen, paternal, ejaculate","0.6415084, 0.61134297, 0.58909214, 0.5263858, 0.48519373, 0.4848078, 0.41003537, 0.40775838, 0.3601339, 0.331231"
Topic 54,"evolutionary, evolution, phenotypic, trait, ecological, ecology, mutation, genetic, ecosystem, dynamics","0.5293119, 0.47257745, 0.42435867, 0.41459286, 0.4129063, 0.398055, 0.34699392, 0.34289432, 0.33183196, 0.31870827"
Topic 55,"ecosystems, ecosystem, dispersal, metapopulation, landscapes, downstream, hydrological, populations, upstream, communities","0.6222214, 0.609295, 0.48733494, 0.43620837, 0.3841557, 0.3597989, 0.34566808, 0.3401868, 0.33279225, 0.325421"
Topic 56,"seabirds, seabird, birds, ecology, bird, breeding, hal, scientifiques, scientific, cite","0.51120365, 0.45276326, 0.43982983, 0.39690638, 0.3940355, 0.2895775, 0.25196373, 0.23821992, 0.2154846, 0.19712"
Topic 57,"ecosystem, ecosystems, catchment, hydrological, rivers, river, ecological, freshwater, aquatic, biodiversity","0.5486276, 0.5305743, 0.4801174, 0.46489698, 0.46402597, 0.45645913, 0.44830394, 0.43145472, 0.3718031, 0.33969742"
Topic 58,"forests, trees, ecology, forest, tree, species, tropical, scientifiques, research, archive","0.52419066, 0.4957698, 0.47808444, 0.47192627, 0.40464458, 0.36349005, 0.3127159, 0.29405534, 0.2467786, 0.21260159"
Topic 59,"fisheries, fish, ecology, scientifiques, species, marine, ocean, environmental, hal, cite","0.5118356, 0.4323206, 0.38574415, 0.2973221, 0.28808707, 0.28537, 0.26492873, 0.2593118, 0.24190709, 0.23919336"
Topic 60,"pollinators, pollinating, pollinator, wasps, figs, sycophila, fig, wasp, species, trees","0.5003482, 0.49177918, 0.4547894, 0.4477232, 0.4420607, 0.42224607, 0.40984994, 0.37848246, 0.37261552, 0.3654709"
Topic 61,"owls, predation, owl, breeding, reproduction, prey, reproductive, goshawks, goshawk, abundance","0.53096455, 0.49064198, 0.4369853, 0.4240296, 0.36715773, 0.32879823, 0.32647133, 0.29549187, 0.25398, 0.24733937"
Topic 62,"wolbachia, fungi, wolbachiainfected, fungal, entomopathogenic, strains, infected, infection, antibiotic, gracillariidae","0.41879693, 0.40977842, 0.4021183, 0.35634688, 0.3406745, 0.3104978, 0.3053429, 0.30323064, 0.28380162, 0.2602122"
Topic 63,"epigenetic, epigenetics, methylation, genes, methylated, phenotypic, genomic, genomes, genome, genetic","0.5412456, 0.53814113, 0.45328796, 0.4108873, 0.3876937, 0.3853833, 0.38041764, 0.37001702, 0.36591887, 0.35155147"
Topic 64,"sapotaceae, seeds, dispersal, seed, plants, myristicaceae, germination, species, trees, fruits","0.49998522, 0.48282057, 0.4563593, 0.43506342, 0.416386, 0.38923472, 0.38792074, 0.38717723, 0.3582027, 0.34507942"
Topic 65,"virulence, virulent, pathogen, nematodes, parasite, solanum, phytophthora, avirulent, susceptible, cultivar","0.4370114, 0.39744955, 0.39602304, 0.355167, 0.34532344, 0.32064748, 0.29383343, 0.29318976, 0.2913688, 0.2765706"
Topic 66,"agromyzidae, species, aphididae, asteraceae, herbivore, tephritidae, braconidae, oleraceus, spinus, chloris","0.41778925, 0.40831453, 0.40706694, 0.3948652, 0.38013622, 0.35354105, 0.32567847, 0.32330072, 0.32193184, 0.31519896"
Topic 67,"populations, population, demographic, species, stochasticity, reproduction, growth, stochastic, survival, estimation","0.47284693, 0.37551904, 0.36925262, 0.3138655, 0.31348336, 0.31286573, 0.30427307, 0.30078372, 0.2752637, 0.25962362"
