Topic	Words	Probabilities
Topic 188	('seasonality', 'temperate', 'climate', 'ecosystems', 'seasonal', 'ecosystem', 'perennial', 'species', 'precipitation', 'seasondiversity')	(0.46612343, 0.44613966, 0.44237825, 0.43779576, 0.4356572, 0.4088295, 0.38296962, 0.36973822, 0.3587977, 0.3274368)
Topic 189	('grassland', 'grasslands', 'grazing', 'vegetation', 'turfing', 'germination', 'soil', 'seedling', 'seeding', 'seeds')	(0.60162544, 0.57015896, 0.55257046, 0.5445003, 0.38146418, 0.37687805, 0.32839054, 0.32573354, 0.29392207, 0.28506204)
Topic 190	('phenotypic', 'phenotypes', 'evolutionary', 'phenotype', 'traits', 'adaptation', 'genotype', 'genetic', 'trait', 'populations')	(0.5687375, 0.5010879, 0.49669737, 0.4946163, 0.4609434, 0.4560287, 0.44440186, 0.4437613, 0.43668082, 0.41376892)
Topic 191	('migratory', 'stopover', 'duration', 'birds', 'emigration', 'timedependent', 'captured', 'arrival', 'capture', 'animals')	(0.41490054, 0.3881914, 0.38110578, 0.3155649, 0.30881768, 0.29580516, 0.26395, 0.25514013, 0.25466883, 0.2486345)
Topic 192	('phenotypic', 'genetic', 'breeding', 'traits', 'evolutionary', 'trait', 'genetics', 'heritability', 'heritabilities', 'evolution')	(0.49381718, 0.49048674, 0.46787167, 0.46420804, 0.426004, 0.420426, 0.4037215, 0.39036703, 0.33590254, 0.3345198)
Topic 193	('nests', 'nestlings', 'nestsboxes', 'nesting', 'nesters', 'nest', 'nestbuilding', 'nestboxes', 'birds', 'nestingsupport')	(0.5592938, 0.5082706, 0.48617187, 0.44627607, 0.4425917, 0.4305886, 0.42572832, 0.402485, 0.3984729, 0.3555281)
Topic 194	('mating', 'dispersal', 'extinction', 'moth', 'populations', 'lymantriidae', 'mated', 'gypsy', 'matefinding', 'eggs')	(0.49276868, 0.43152767, 0.4096805, 0.39611545, 0.3629024, 0.3424458, 0.320477, 0.29265267, 0.23315099, 0.22135265)
Topic 195	('dispersal', 'habitat', 'distance', 'distances', 'toads', 'landscape', 'birds', 'connectivity', 'toad', 'moths')	(0.50149804, 0.3877601, 0.30166972, 0.30005002, 0.29318658, 0.2797106, 0.2710309, 0.2700796, 0.2628877, 0.2541922)
Topic 196	('spawning', 'mortality', 'abundance', 'larval', 'larvae', 'bayesian', 'estimates', 'nurseryspecic', 'spawned', 'estimated')	(0.3627704, 0.31640828, 0.31217328, 0.31198615, 0.3034688, 0.2937699, 0.25501865, 0.24516681, 0.24185164, 0.23455828)
Topic 197	('herbivory', 'stems', 'plants', 'apical', 'plant', 'stem', 'growth', 'larvae', 'leaves', 'monocots')	(0.4637247, 0.42515135, 0.4024598, 0.37017804, 0.33307797, 0.29692024, 0.28502363, 0.27942553, 0.2546014, 0.2304257)
Topic 198	('fishery', 'fisheries', 'overfishing', 'fishing', 'harvest', 'harvesting', 'overfished', 'fish', 'yieldmaximizing', 'closure')	(0.49943787, 0.49231908, 0.49044013, 0.4365861, 0.3991741, 0.39509428, 0.37853372, 0.33454487, 0.33057392, 0.3297625)
Topic 199	('algae', 'seaweeds', 'seagrasses', 'coraltomacroalgae', 'algal', 'seaweed', 'seagrass', 'corallioides', 'co2', 'ecosystems')	(0.5180024, 0.45851105, 0.4579427, 0.44855553, 0.43960997, 0.43720853, 0.4368357, 0.42105842, 0.4165191, 0.40622026)
Topic 200	('microbial', 'soil', 'fungi', 'soils', 'rhizospheric', 'rhizosphere', 'fungal', 'bacteria', 'bacterial', 'rhizobium')	(0.46135718, 0.44913208, 0.44500792, 0.44284832, 0.40292764, 0.400474, 0.37259924, 0.36212355, 0.3496396, 0.31730774)
Topic 201	('species', 'iucn', 'extinction', 'reefs', 'herbivorous', 'trophic', 'fishes', 'reef', 'tropical', 'mvrs')	(0.4370873, 0.426019, 0.4029929, 0.3203119, 0.31669363, 0.3055815, 0.30119067, 0.28849268, 0.2524048, 0.25199205)
Topic 202	('phylogenetic', 'anomalus', 'phylogroups', 'iberian', 'phylogeography', 'phylogeographic', 'dispersal', 'mitochondrial', 'peninsula', 'spain')	(0.5140562, 0.44753146, 0.42274177, 0.4213385, 0.38878787, 0.3821283, 0.3386922, 0.30402595, 0.30293754, 0.2970972)
Topic 203	('clustering', 'cluster', 'clusters', 'populations', 'genetic', 'haplogroups', 'haplotype', 'alleles', 'discriminant', 'analyses')	(0.45844108, 0.43658417, 0.43365437, 0.39145765, 0.34592012, 0.32481226, 0.31342247, 0.27645537, 0.256438, 0.25602192)
Topic 204	('mammals', 'rabbits', 'ecological', 'predation', 'mammal', 'ecosystem', 'rabbit', 'herbivore', 'vegetation', 'prey')	(0.4528382, 0.4500403, 0.4369731, 0.4364499, 0.42145956, 0.40923876, 0.39654988, 0.39621603, 0.37727082, 0.37344182)
Topic 205	('thermoregulation', 'hydroregulation', 'hydration', 'dehydration', 'endotherms', 'thermohydroregulation', 'metabolic', 'temperatures', 'temperature', 'climate')	(0.535952, 0.47084758, 0.41085684, 0.39222708, 0.37250653, 0.35535276, 0.3262576, 0.31284752, 0.31177926, 0.30628803)
Topic 206	('elephants', 'elephant', 'laos', 'villagers', 'muang', 'lao', 'forest', 'pastoralism', 'ngos', 'xang')	(0.5906332, 0.5809451, 0.34307715, 0.33640206, 0.2980516, 0.2922886, 0.2865236, 0.26480943, 0.26227054, 0.24990219)
Topic 207	('enterobacteriaceae', 'lactamase', 'bacterial', 'coli', 'bacteria', 'antimicrobial', 'strains', 'citrobacter', 'antibiotic', 'enterobacteria')	(0.51452285, 0.47571102, 0.45786318, 0.45331421, 0.44509077, 0.42950952, 0.4278013, 0.42295343, 0.37146002, 0.3351462)
Topic 208	('heritage', 'value', 'values', 'valued', 'sustainability', 'cultural', 'conceptualisation', 'environment', 'aesthetic', 'nature')	(0.5249851, 0.40997243, 0.40483117, 0.40017396, 0.37997907, 0.36122075, 0.34367073, 0.29014865, 0.27300447, 0.27024573)
Topic 209	('aquaculture', 'parasites', 'parasite', 'parasitehost', 'fish', 'wildlife', 'diseases', 'organisms', 'aquatic', 'molluscs')	(0.6233934, 0.43842596, 0.42238873, 0.40644082, 0.40185565, 0.37406224, 0.35814273, 0.34468666, 0.3402662, 0.334081)
Topic 210	('vaccine', 'vaccination', 'antibody', 'vaccinated', 'antibodies', 'immune', 'pathogen', 'nonvaccinated', 'antibodylevel', 'infectious')	(0.5240409, 0.48772782, 0.44738042, 0.44172925, 0.43851858, 0.42789656, 0.4188797, 0.409585, 0.3938745, 0.3662166)
Topic 211	('manatees', 'manatee', 'mammals', 'survival', 'mortality', 'manatus', 'carcass', 'carcasses', 'boat', 'conservation')	(0.5727308, 0.48199785, 0.30864525, 0.2875179, 0.26639777, 0.26112425, 0.2514379, 0.24163586, 0.23424372, 0.23336108)
Topic 212	('micromonasvirus', 'hostvirus', 'phytoplankton', 'viruses', 'virushost', 'virus', 'viral', 'microbiology', 'infectivity', 'infectious')	(0.47269186, 0.4373112, 0.43692756, 0.42836952, 0.41807914, 0.4042246, 0.40132332, 0.39310843, 0.37571013, 0.3563771)
Topic 213	('birds', 'flocks', 'species', 'habitats', 'flock', 'bird', 'granivorousinsectivorous', 'pigeon', 'trophic', 'humans')	(0.50044155, 0.460674, 0.4527369, 0.45122153, 0.44402105, 0.3971809, 0.3738193, 0.33813444, 0.29531044, 0.23230359)
Topic 214	('phylogenetic', 'ecological', 'phylogenies', 'speciation', 'palaemonidae', 'phylogeny', 'reefs', 'evolutionary', 'coral', 'reef')	(0.5412684, 0.45796087, 0.45489222, 0.44654855, 0.4188071, 0.41720802, 0.41446486, 0.41255996, 0.39885914, 0.37968558)
Topic 215	('nicheconserving', 'niches', 'nicheshifting', 'niche', 'invasive', 'species', 'invasions', 'transferability', 'conserved', 'invasion')	(0.5307523, 0.50617117, 0.49262983, 0.47901076, 0.41862524, 0.41632098, 0.3802405, 0.29437923, 0.27094585, 0.26983678)
Topic 216	('deer', 'habitat', 'ranges', 'hunting', 'range', 'forests', 'forest', 'variation', 'size', 'roe')	(0.46709922, 0.43427557, 0.36466643, 0.34348726, 0.33266568, 0.31745866, 0.25883195, 0.2368198, 0.20038134, 0.18470481)
Topic 217	('bees', 'bee', 'mites', 'parasites', 'honey', 'parasite', 'infestation', 'mite', 'genotypes', 'infesting')	(0.5297419, 0.43541887, 0.35841164, 0.35309196, 0.35038835, 0.33396918, 0.31655353, 0.31047094, 0.30177906, 0.2966089)
Topic 218	('pedigrees', 'breeding', 'inbreeding', 'genetic', 'pedigree', 'genetically', 'endangered', 'groupliving', 'salamander', 'alleles')	(0.44695187, 0.44313782, 0.4120338, 0.39939559, 0.3975256, 0.39603412, 0.37207997, 0.35652238, 0.35536265, 0.34347123)
Topic 219	('slope', 'neighbors', 'irrigation', 'pvalue', 'attractiveness', 'clique', 'r2', 'guvalala', 'cave', 'rg')	(0.24183789, 0.21830142, 0.19877446, 0.19640449, 0.1919862, 0.18951103, 0.18054414, 0.17510234, 0.17422657, 0.16913304)
Topic 220	('growth', 'starvation', 'senegalus', 'fishes', 'abundance', 'animals', 'vertebrates', 'temperature', 'catfish', 'fluctuation')	(0.3819693, 0.3189025, 0.3160466, 0.27929708, 0.24719888, 0.23707885, 0.22105242, 0.22002879, 0.21943785, 0.21330985)
Topic 221	('lipids', 'lipid', 'metabolic', 'gills', 'metabolism', 'fatty', 'acids', 'membranes', 'invertebrates', 'membrane')	(0.5165672, 0.45792663, 0.36275783, 0.36101812, 0.31778526, 0.30272126, 0.29526442, 0.28805864, 0.27711436, 0.26656303)
Topic 222	('ecosystem', 'ecosystems', 'ecosystemlevel', 'dispersal', 'communities', 'protists', 'landscapes', 'landscape', 'protist', 'trophic')	(0.60469794, 0.60132724, 0.55939233, 0.38844967, 0.34379977, 0.3274714, 0.32076913, 0.30840033, 0.2828666, 0.28241724)
Topic 223	('tadpoles', 'tadpole', 'zoospores', 'pathogen', 'infective', 'zoospore', 'infected', 'infectious', 'uninfected', 'lake')	(0.5637599, 0.48981747, 0.41585562, 0.3393252, 0.3232538, 0.31472647, 0.31146315, 0.3094587, 0.26170823, 0.26036537)
Topic 224	('photosynthesis', 'chlorophyll', 'photosynthetic', 'photoacclimation', 'photophysiological', 'photoacclimative', 'species', 'photoadaptation', 'photon', 'blooms')	(0.44598418, 0.4141956, 0.3536292, 0.35145575, 0.32656306, 0.32492024, 0.27300867, 0.26912987, 0.26894987, 0.2646667)
Topic 225	('stochastic', 'diffusion', 'brownian', 'extinction', 'deterministic', 'mutation', 'dynamics', 'distribution', 'infinitesimal', 'stationary')	(0.4368274, 0.41742086, 0.37016553, 0.35389045, 0.32436186, 0.32417205, 0.31629175, 0.29686716, 0.2888689, 0.27577373)
Topic 226	('soil', 'grassland', 'microbial', 'concentrations', 'plantsoil', 'nutrient', 'plant', 'herbs', 'diversity', 'organic')	(0.4617577, 0.32206136, 0.30632934, 0.293881, 0.28041458, 0.25837183, 0.25583324, 0.2344282, 0.22924802, 0.22686255)
Topic 227	('detection', 'observational', 'habitat', 'conspicuousness', 'counting', 'counts', 'surveying', 'experiment', 'plants', 'conspicuous')	(0.3815351, 0.37424353, 0.33623642, 0.32229036, 0.2996999, 0.29527733, 0.27378428, 0.2651538, 0.2618188, 0.26120967)
Topic 228	('occupancy', 'visits', 'ecological', 'spatial', 'models', 'visit', 'sampling', 'markovian', 'estimates', 'monitoring')	(0.45815903, 0.3958075, 0.35448253, 0.293683, 0.27870047, 0.24955633, 0.23926085, 0.23258352, 0.21642533, 0.21117817)
Topic 229	('tanninproducing', 'tannins', 'tannin', 'ecosystems', 'symbiotic', 'tanninless', 'plants', 'tanninprotein', 'ecology', 'mycorrhizae')	(0.4688053, 0.4507267, 0.43750566, 0.41143984, 0.3864308, 0.3819075, 0.37407833, 0.36448628, 0.35490686, 0.35007572)
Topic 230	('diurnality', 'diurnal', 'behavioural', 'nocturnal', 'bear', 'behaviours', 'deviation', 'predictability', 'variability', 'behaviour')	(0.35538477, 0.35368145, 0.34252238, 0.32386464, 0.31773323, 0.31170225, 0.2965907, 0.28744352, 0.28440818, 0.2806097)
Topic 231	('vegetation', 'biomass', 'aerial', 'herbaceous', 'landscape', 'forest', 'grass', 'uav', 'aboveground', 'drone')	(0.5580478, 0.42700416, 0.36179966, 0.32392853, 0.31710568, 0.29162997, 0.2848644, 0.2748338, 0.27464643, 0.27083468)
Topic 232	('grasslands', 'biodiversity', 'habitats', 'niche', 'habitat', 'forests', 'species', 'ranges', 'nutrientdemanding', 'range')	(0.46228617, 0.4587207, 0.45359868, 0.4302485, 0.411659, 0.40938005, 0.3887838, 0.3549122, 0.30266976, 0.29973507)
Topic 233	('embryos', 'embryo', 'developmental', 'mortality', 'embryonal', 'stages', 'hatching', 'stagespecific', 'survival', 'deaths')	(0.4380957, 0.42407864, 0.3435713, 0.34055036, 0.3317833, 0.31754586, 0.29543245, 0.27978367, 0.26035184, 0.25150973)
Topic 234	('saplings', 'leaf', 'leaves', 'plants', 'herbivory', 'sapling', 'traits', 'tannins', 'plant', 'trait')	(0.4521191, 0.41911662, 0.41219807, 0.4031108, 0.35627383, 0.35459447, 0.3249, 0.30914593, 0.3074302, 0.30231333)
Topic 235	('metadata', 'database', 'data', 'datasets', 'biota', 'vocabularies', 'dataset', 'taxonomic', 'biodiversity', 'taxonomy')	(0.59586656, 0.48575443, 0.43244922, 0.42950568, 0.42890817, 0.41591638, 0.40064925, 0.38642073, 0.34929964, 0.3381623)
Topic 236	('wildlife', 'ecology', 'conservation', 'wetlands', 'iucn', 'areas', 'floodplains', 'zoning', 'floodplain', 'birds')	(0.482359, 0.4691647, 0.44884712, 0.38430545, 0.38368517, 0.34600148, 0.30386955, 0.282311, 0.27779108, 0.27619845)
Topic 237	('salinity', 'salinities', 'osmoregulation', 'larvae', 'osmoregulatory', 'crustaceans', 'osmoregulate', 'warming', 'temperatures', 'larval')	(0.43559784, 0.4319778, 0.37852997, 0.31501013, 0.30329332, 0.29786655, 0.2956742, 0.28569478, 0.28039324, 0.28009897)
Topic 238	('seasonal', 'birds', 'seasons', 'recaptures', 'spring', 'sighting', 'geese', 'winter', 'summer', 'season')	(0.378552, 0.361374, 0.3374673, 0.33577186, 0.31865865, 0.3076742, 0.2918324, 0.29111767, 0.2902907, 0.2737757)
Topic 239	('phylogenetic', 'paleontology', 'phylogeny', 'teeth', 'clades', 'dentitions', 'dentition', 'primates', 'dental', 'tooth')	(0.4858759, 0.4854648, 0.47123438, 0.46056265, 0.4588918, 0.45868087, 0.43309283, 0.42065567, 0.4194129, 0.4147384)
Topic 240	('correlations', 'plots', 'parameters', 'table', 'fig', 'rate', 'of', 'relationship', 'found', '050')	(0.3762753, 0.27575204, 0.2098394, 0.19414987, 0.16494776, 0.15730706, 0.14318004, 0.13880262, 0.13757303, 0.13370751)
Topic 241	('dispersal', 'hornet', 'nests', 'hornets', 'invasive', 'invaded', 'infested', 'range', 'nest', 'population')	(0.55113506, 0.50848734, 0.3888055, 0.36351317, 0.32899466, 0.31851524, 0.24503934, 0.2439141, 0.2322968, 0.23042685)
Topic 242	('ancestor', 'genealogical', 'kinship', 'generations', 'descendants', 'genealogy', 'markov', 'cousins', 'generation', 'offspring')	(0.47754508, 0.46574783, 0.4642449, 0.43755102, 0.40657863, 0.39256, 0.34789985, 0.33942008, 0.30300504, 0.2952339)
Topic 243	('bioregions', 'bioregion', 'bioregionalization', 'vegetation', 'mediterranean', 'regions', 'phylogenetic', 'biogeographical', 'pyrenees', 'plants')	(0.61136043, 0.5536414, 0.5274997, 0.48718473, 0.44845527, 0.3980714, 0.39680254, 0.3745627, 0.35849074, 0.3460907)
Topic 244	('cockles', 'cockle', 'ecotourism', 'cultural', 'tourism', 'ireland', 'imagery', 'heritage', 'seafood', 'spain')	(0.6027396, 0.6007431, 0.3350697, 0.31996754, 0.30913198, 0.3024528, 0.2849363, 0.2840657, 0.2700963, 0.2675658)
Topic 245	('orchidaceae', 'orchid', 'orchids', 'tulasnellaceae', 'stilbaceae', 'fungi', 'serendipitaceae', 'ceratobasidiaceae', 'bulbophyllum', 'fungal')	(0.6262684, 0.48868185, 0.48633403, 0.4212103, 0.40990418, 0.39372548, 0.3832599, 0.35656482, 0.34024447, 0.3397472)
Topic 246	('stability', 'ecological', 'ecosystems', 'ecology', 'ecosystem', 'dynamics', 'resilience', 'biodiversity', 'variability', 'metrics')	(0.62270665, 0.48638576, 0.44156688, 0.4155305, 0.40880907, 0.35270834, 0.3520151, 0.3508876, 0.33904618, 0.3212198)
Topic 247	('albatrosses', 'albatross', 'foraging', 'seabirds', 'antarctic', 'habitats', 'archipelago', 'habitat', 'islands', 'subtropical')	(0.5061976, 0.48308915, 0.4656132, 0.45236593, 0.4012289, 0.3968947, 0.38481963, 0.38155752, 0.33148122, 0.31813425)
Topic 248	('climate', 'temperatures', 'warming', 'foraging', 'summer', 'winter', 'temperature', 'summers', 'vegetation', 'altitudes')	(0.4225273, 0.38845846, 0.38069016, 0.37934375, 0.3579235, 0.35410255, 0.3507166, 0.3226685, 0.32063425, 0.27784097)
Topic 249	('pike', 'extinctions', 'extinction', 'extinct', 'freshwater', 'lakes', 'habitat', 'perch', 'lake', 'fish')	(0.5719637, 0.5461112, 0.5344254, 0.44935173, 0.38377455, 0.3715847, 0.36284077, 0.3486799, 0.32496113, 0.3176546)
Topic 250	('hormone', 'maturation', 'progeny', 'endocrinology', 'growth', 'bodysize', 'neuroendocrine', 'selection', 'sizedependent', 'pituitary')	(0.40844122, 0.3363364, 0.3334206, 0.31305993, 0.31041378, 0.3076718, 0.2703882, 0.26360977, 0.25784928, 0.25173563)
Topic 251	('wildlife', 'badger', 'badgers', 'abundance', 'carnivores', 'recaptures', 'environmental', 'mountainous', 'earthworms', 'france')	(0.4756869, 0.46836752, 0.446747, 0.38817614, 0.3090984, 0.2983334, 0.22459, 0.21688306, 0.1913358, 0.18657836)
Topic 252	('abundance', 'benthic', 'macrofauna', 'sediment', 'climatic', 'mediterranean', 'gulf', 'sampling', 'biomass', 'subclusters')	(0.37051287, 0.32966623, 0.29649717, 0.29050702, 0.26762313, 0.23507473, 0.2267834, 0.22325072, 0.22170492, 0.22030623)
Topic 253	('movements', 'trajectories', 'tracking', 'movement', 'interpolation', 'speeds', 'trajectory', 'speed', 'rediscretisations', 'rediscretisation')	(0.35897258, 0.33186162, 0.3316604, 0.31788206, 0.31258786, 0.30634385, 0.3041411, 0.28246087, 0.25746438, 0.23536825)
Topic 254	('photosynthesis', 'photosynthetic', 'ecosystem', 'photosynthetically', 'plant', 'canopy', 'capacity', 'variability', 'leaf', 'traits')	(0.50120217, 0.46149328, 0.43596607, 0.38732725, 0.27235237, 0.25181034, 0.23538846, 0.23066221, 0.22455588, 0.22391446)
Topic 255	('habitats', 'habitat', 'larval', 'microenvironments', 'mosquitoes', 'mosquito', 'microenvironment', 'microbial', 'aegypti', 'madagascar')	(0.4705997, 0.42579868, 0.397725, 0.37878555, 0.35542864, 0.3532207, 0.34067827, 0.3394262, 0.33599398, 0.25546426)
Topic 256	('lion', 'lions', 'hyaenas', 'predators', 'prey', 'hyaena', 'hyaenalion', 'savannas', 'preyabundance', 'carcasses')	(0.4731854, 0.4620106, 0.42631614, 0.4169988, 0.4058385, 0.39965808, 0.38634866, 0.35811463, 0.35138398, 0.3444081)
Topic 257	('clades', 'mitochondrial', 'clade', 'microsatellites', 'pityocampa', 'aegean', 'microsatellite', 'haplotypes', 'lineage', 'thaumetopoea')	(0.3817844, 0.37070557, 0.34993583, 0.346127, 0.34304333, 0.3211332, 0.31821376, 0.30769494, 0.30367756, 0.29088664)
Topic 258	('soaring', 'gliding', 'condors', 'condor', 'elevation', 'birds', 'vultures', 'flying', 'uplift', 'fly')	(0.42422587, 0.408154, 0.40815204, 0.39822027, 0.36480835, 0.31808847, 0.3101835, 0.30641484, 0.29320896, 0.2922876)
Topic 259	('foraging', 'seabirds', 'birds', 'seabird', 'albatross', 'albatrosses', 'heritability', 'wind', 'personality', 'winds')	(0.46430808, 0.4513953, 0.43159276, 0.3988937, 0.39603966, 0.3877174, 0.35364407, 0.315175, 0.31468356, 0.30975428)
Topic 260	('nests', 'ants', 'soil', 'ant', 'temperatures', 'nest', 'temperature', 'brood', 'excavate', 'excavation')	(0.46709138, 0.39493805, 0.3420424, 0.34034923, 0.321249, 0.32026798, 0.30286252, 0.29222986, 0.29131737, 0.28961307)
Topic 261	('species', 'ecological', 'heterogeneously', 'heterogeneous', 'microhabitats', 'prey', 'predation', 'predators', 'microhabitat', 'diversity')	(0.49213827, 0.47811946, 0.41215712, 0.40693247, 0.40537244, 0.3727662, 0.35925007, 0.35377634, 0.3463825, 0.33703488)
Topic 262	('pathogens', 'pathogen', 'spores', 'fungus', 'fungal', 'microbotryum', 'plants', 'strains', 'officinalis', 'endemic')	(0.56133664, 0.5248071, 0.49783108, 0.42971694, 0.42241478, 0.3791988, 0.34597024, 0.33627614, 0.31914657, 0.31374395)
Topic 263	('circadian', 'rhythmicity', 'speciation', 'evolve', 'species', 'rhythms', 'niches', 'organisms', 'intraspecific', 'interspecific')	(0.47990853, 0.42484373, 0.40581107, 0.3911677, 0.3906209, 0.35100308, 0.35070866, 0.35001242, 0.33397752, 0.32549664)
Topic 264	('plasmodium', 'pathogens', 'parasites', 'pathogen', 'bats', 'fijiensis', 'gabon', 'primates', 'mosquito', 'genus')	(0.5000447, 0.49382535, 0.4693091, 0.46248448, 0.4064629, 0.3992529, 0.39660895, 0.37119478, 0.3486992, 0.3401276)
Topic 265	('evolutionary', 'breeding', 'heterogeneity', 'heterogeneitybased', 'landscapes', 'brood', 'persistence', 'landscape', 'heuristics', 'population')	(0.4676047, 0.39671534, 0.37120104, 0.35822418, 0.35673836, 0.34291905, 0.3371204, 0.32953465, 0.301087, 0.2819206)
Topic 266	('reproductives', 'reproductiveseggs', 'eggs', 'offspring', 'nestmates', 'termites', 'nestmate', 'groomingantennation', 'trophallaxis', 'descendants')	(0.4833449, 0.4219406, 0.4119866, 0.38979065, 0.37801558, 0.34501582, 0.34298784, 0.2772101, 0.25640392, 0.2534885)
Topic 267	('pollination', 'matings', 'genotyped', 'cultivars', 'mating', 'olives', 'olive', 'seeds', 'embryos', 'progenies')	(0.49221057, 0.4691397, 0.4332013, 0.42076123, 0.40839896, 0.3925189, 0.38731152, 0.37521172, 0.37449563, 0.37135845)
Topic 268	('ecology', 'evolution', 'ecosystems', 'ecological', 'evolutionary', 'ecosystem', 'ecoevolutionary', 'eco', 'ecoevolution', 'biodiversity')	(0.57173496, 0.54785174, 0.5446989, 0.5394672, 0.5327688, 0.5292574, 0.4688117, 0.46218723, 0.46148294, 0.38771644)
Topic 269	('breeding', 'reproduction', 'squirrels', 'reproductive', 'squirrel', 'offspring', 'breeders', 'litters', 'cobreeding', 'sexes')	(0.5099833, 0.4986518, 0.4687295, 0.4614582, 0.45803934, 0.38837838, 0.37226087, 0.3259341, 0.31560862, 0.31558782)
Topic 270	('phenotypic', 'populations', 'traits', 'evolutionary', 'inbreeding', 'progeny', 'genetic', 'pine', 'seedlings', 'evolved')	(0.4839004, 0.42538214, 0.3919296, 0.37923437, 0.37479043, 0.35065067, 0.34684765, 0.3309555, 0.31524292, 0.30069688)
Topic 271	('crops', 'agricultural', 'farming', 'biodiversity', 'habitats', 'abundance', 'vineyards', 'landscape', 'farmers', 'landscapes')	(0.50253916, 0.47556823, 0.47349858, 0.45173156, 0.43157345, 0.4173165, 0.41444525, 0.40881407, 0.40630463, 0.4031989)
Topic 272	('dispersal', 'savannas', 'madagascar', 'savanna', 'savannaforest', 'biomes', 'biome', 'diffusion', 'landscape', 'tropical')	(0.46915865, 0.42936063, 0.4086211, 0.40194818, 0.3685872, 0.36695948, 0.35312524, 0.32198453, 0.31431717, 0.31281182)
Topic 273	('crops', 'wheat', 'weeds', 'plants', 'fungi', 'microbiota', 'crop', 'soil', 'microbial', 'mycobiota')	(0.41904187, 0.40733993, 0.4015375, 0.3672791, 0.33841866, 0.31776175, 0.2992435, 0.29725504, 0.28714538, 0.28514063)
Topic 274	('phenotypic', 'populations', 'interpopulation', 'traits', 'densiflora', 'plant', 'genetically', 'genetic', 'invasive', 'climate')	(0.4958979, 0.38977557, 0.35912815, 0.349103, 0.31768644, 0.31268403, 0.29620942, 0.29397887, 0.28579295, 0.2810369)
Topic 275	('growth', 'agriculture', 'agricultural', 'demography', 'technological', 'malthus', 'technology', 'population', 'innovation', 'advancements')	(0.4813284, 0.47534788, 0.45459956, 0.42120162, 0.41778564, 0.38122702, 0.3649749, 0.35042503, 0.34348708, 0.32781908)
Topic 276	('catchments', 'forested', 'macroinvertebrates', 'catchment', 'riparian', 'hydromorphology', 'rivers', 'river', 'freshwater', 'invertebrates')	(0.45273617, 0.4397645, 0.42388648, 0.4188698, 0.37510332, 0.35325825, 0.35172868, 0.3396511, 0.32920718, 0.3287414)
Topic 277	('pitchertype', 'nepenthes', 'pitcher', 'termites', 'insects', 'pitchers', 'species', 'carnivorous', 'insect', 'ants')	(0.52682525, 0.45351118, 0.41260958, 0.41129452, 0.38580757, 0.3829689, 0.3779506, 0.36216214, 0.3608678, 0.3532268)
Topic 278	('temperaturesize', 'temperatures', 'temperature', 'warming', 'larvae', 'insects', 'thermal', 'larva', 'organisms', 'larval')	(0.45727557, 0.43390822, 0.42389965, 0.42171863, 0.31697837, 0.29433584, 0.2891299, 0.281771, 0.27597043, 0.2744245)
Topic 279	('coloration', 'colors', 'colours', 'chromatic', 'tetrachromatic', 'colour', 'color', 'yellow', 'birds', 'red')	(0.5344475, 0.46165675, 0.46011764, 0.44240344, 0.4238605, 0.4232801, 0.39801615, 0.39542234, 0.37674075, 0.35124978)
Topic 280	('stressorspecific', 'livelihood', 'stressors', 'adaptation', 'stressor', 'adaptive', 'capacities', 'vulnerability', 'markets', 'interventions')	(0.38582557, 0.37783164, 0.37452814, 0.37213624, 0.32859227, 0.31721723, 0.31307057, 0.3056389, 0.30393136, 0.3027133)
Topic 281	('foraging', 'fauna', 'seaweeds', 'seaweed', 'omnivory', 'trophic', 'epiphytes', 'feeding', 'arctic', 'echinus')	(0.5030777, 0.42874813, 0.4194947, 0.3826365, 0.36793014, 0.34531763, 0.30972362, 0.2967729, 0.275603, 0.26961422)
Topic 282	('ngo', 'ngos', 'stakeholder', 'stakeholders', 'participatory', 'authorities', 'madagascar', 'pests', 'government', 'rodent')	(0.501384, 0.46203828, 0.45027703, 0.43966448, 0.4365769, 0.38168514, 0.37232104, 0.3620978, 0.35145587, 0.35040724)
Topic 283	('shark', 'sharks', 'accelerometers', 'accelerometer', 'swimming', 'activity', 'accelerometry', 'nocturnal', 'elasmobranchs', 'movements')	(0.52243435, 0.49709225, 0.30431294, 0.28466997, 0.27206805, 0.267228, 0.25396663, 0.2351912, 0.22911775, 0.22085506)
Topic 284	('cocoa', 'agroecosystems', 'cacao', 'soils', 'agroecosystem', 'soil', 'trees', 'agroforestry', 'deciduous', 'maize')	(0.39901328, 0.3900804, 0.3826012, 0.36517167, 0.3619603, 0.35597873, 0.33869338, 0.33391467, 0.3123811, 0.29977915)
Topic 285	('harvesting', 'extinction', 'harvest', 'harvestinteraction', 'populations', 'harvested', 'harvestinduced', 'climate', 'reindeer', 'sustainable')	(0.51242983, 0.5098676, 0.4835155, 0.43967232, 0.41380686, 0.40657443, 0.36527932, 0.35088354, 0.2854458, 0.26556495)
Topic 286	('fission', 'fusions', 'fusion', 'fissionfusion', 'seasonal', 'populations', 'events', 'vegetation', 'event', 'split')	(0.38370964, 0.31964374, 0.3006543, 0.29332736, 0.2904211, 0.2867078, 0.27443284, 0.2690807, 0.2388646, 0.2383036)
