Topic,Words,Probabilities
Topic 16,"dispersal, patches, evolution, fragmentation, plasticity, cells, dispersing, landscapes, strategies, phenotypic","0.05893939526169096, 0.011363262185451665, 0.010394493987938437, 0.009954350225804673, 0.009943636870036977, 0.00928317778439408, 0.008665841485842804, 0.008418818161971054, 0.00839958403456012, 0.0076599919926355195"
Topic 17,"lakes, pike, fish, trophic, perch, size, zooplankton, prey, daphnia, copepods","0.030052842774263927, 0.022460633822640515, 0.020148252479055332, 0.019234745468334497, 0.019028146203215135, 0.01676685171161332, 0.014714732222101849, 0.012295197130003344, 0.010080846496525997, 0.008481437836133605"
Topic 18,"ant, ants, humile, invicta, nests, workers, species, crematogaster, colonies, coffee","0.04181534854847615, 0.03548281880551141, 0.015932941864782404, 0.015679616654630912, 0.015120880107116305, 0.011500024572034747, 0.011417535037167054, 0.008561214257175808, 0.008327023844716857, 0.008106292986426344"
Topic 19,"dives, foraging, seals, penguins, prey, diving, 15n, values, muscle, penguin","0.02634314667456243, 0.02522644363577208, 0.024771002721495208, 0.020807927811483405, 0.017046690597202038, 0.016001483099894128, 0.014829127314523693, 0.012476264422533937, 0.011532956052402205, 0.010848323005132953"
Topic 20,"fungal, soil, plant, fungi, communities, roots, enzymatic, mycorrhizal, rhizosphere, pinnatum","0.04790672363927143, 0.029917354108239622, 0.022594219314654874, 0.022025126422271477, 0.01691021935052055, 0.016352498904635804, 0.010546008957976628, 0.010451515148107663, 0.010030406552863911, 0.009570273454124267"
Topic 21,"disturbance, stability, biomass, perturbation, prey, si, dynamics, abundance, equilibrium, regimes","0.024091478941697053, 0.02294376900072559, 0.01940494871098713, 0.0184072111571226, 0.017277886213859988, 0.013427692079936581, 0.012897297036417413, 0.01140857730548695, 0.011260993111002315, 0.009783711313107847"
Topic 22,"https, data, orcid, manuscript, statement, conflict, research, repository, dryad, contributed","0.07946153669165755, 0.03384641633036684, 0.03331006576512665, 0.025962618625949188, 0.024493267168551398, 0.01871333161368662, 0.015745521885382585, 0.015261005537382341, 0.014850343552784294, 0.011066529139835588"
Topic 23,"roots, soil, fineroot, srl, plant, rpe, freschet, biomass, belowground, nutrient","0.041322041069087545, 0.027437309672168283, 0.02263161092854652, 0.018748755740188743, 0.014579936462024509, 0.011810093084880659, 0.010395195634909619, 0.009720183638477294, 0.00886631441060701, 0.008467488326398665"
Topic 24,"sphagnum, microbial, phototrophic, peat, peatlands, metabolites, mosses, apb, amoebae, vascular","0.04918832615905477, 0.02887863583152271, 0.0197087063749647, 0.018573920945078197, 0.016284235908647766, 0.010155347895812607, 0.009172333008888839, 0.009172333008888839, 0.009124854957353738, 0.009058922135209166"
Topic 25,"fish, eelgrass, marina, feces, triostegus, seagrass, behavior, habitats, absorption, marine","0.024987489624890297, 0.014424661560118979, 0.012840461813630116, 0.011218771122247074, 0.009876690993348283, 0.009036433243271578, 0.00847840783074693, 0.008286319195859282, 0.007986224137516557, 0.007725712249472098"
Topic 26,"larvae, egg, silk, leiria, gut, parasitoid, microbiota, temperature, parasitoids, bacterial","0.02443601964818088, 0.023638020363330323, 0.019282495374983243, 0.013318269569313078, 0.012608575094129507, 0.012258735682195312, 0.009885937841563405, 0.009069152231002004, 0.007987949291745325, 0.007931348533579423"
Topic 27,"m7, bm, lc, m1, uom, 7b, uvbo, mv, 1o, vo","0.1214334619312875, 0.10593114355336274, 0.07672239699760469, 0.07121853479224993, 0.04311481310677048, 0.041495719239122375, 0.03479761068603876, 0.03332768925658151, 0.02950166237443238, 0.02941168160611549"
Topic 28,"floral, flowering, flower, segetum, seed, pollinators, plants, urbanization, flowers, crop","0.03076259612572478, 0.02478030315721519, 0.019518629929393388, 0.01742406365444123, 0.01660424686700162, 0.016221103231703282, 0.013754691495207326, 0.01347213248431011, 0.01066857308202152, 0.00911854332060305"
Topic 29,"na, betweenness, strength, 003, al, et, 0002, 001, 07, m4","0.025142001991931714, 0.019584025215983358, 0.014928548619332809, 0.011389687790043332, 0.01120759266332492, 0.010934306280168008, 0.009931821096770939, 0.009578807492149927, 0.0090645875976724, 0.008927874851891206"
Topic 30,"equal, writing, editing, lead, draft, methodology, supervision, validation, resources, writingreview","0.2642628849000823, 0.12604142889215536, 0.1146983786581717, 0.06985192601966582, 0.06279570123830959, 0.06025491740327391, 0.04325749805957045, 0.0412919281012919, 0.033959630428840364, 0.028825871227247255"
Topic 31,"host, species, zonata, dorsalis, tephritidae, flies, quilicii, bactrocera, parasitoids, parasitism","0.028216521171901182, 0.023452585218761906, 0.020191035782739664, 0.017475702534619816, 0.015110830587473542, 0.012409740293099516, 0.01222407660088351, 0.010437474194211923, 0.00985227866307266, 0.009164365716910814"
Topic 32,"immune, immunity, age, deer, roe, antibody, antibodies, vaccination, reproductive, growth","0.05034617492130359, 0.018255200460560485, 0.01538886210951259, 0.014823421331386241, 0.014770114190299935, 0.013134463918290139, 0.012581697028427125, 0.01225836395959808, 0.009168882127341784, 0.009061565829312"
Topic 33,"social, betweenness, strength, networks, imputation, structure, centrality, m2, groups, survival","0.05394316335698044, 0.03563007023348094, 0.03192509899925782, 0.018886272972381667, 0.014486921456597917, 0.013519550836494997, 0.012824324587339175, 0.011653458121323576, 0.009766893518676064, 0.009271993912712667"
Topic 34,"phytoplankton, thermal, nutrient, species, growth, competitive, temperatures, tolerance, moll1, photosynthetic","0.028071825091666884, 0.02094283994726362, 0.020329127883424253, 0.014021670788038978, 0.013398758761199208, 0.011207566314850669, 0.00946425079196778, 0.009370188341678184, 0.009167990006853038, 0.008983486982092429"
Topic 35,"aphid, aphids, parasitoid, diapause, persicae, parasitoids, virus, plants, trophic, mummies","0.06442482091378433, 0.04263576338962386, 0.02065082563284482, 0.019334457269512356, 0.014838726931668345, 0.014274690777655783, 0.012004390587063492, 0.011099089591143708, 0.010889701950292596, 0.00991196706622522"
Topic 36,"urban, urbanization, phenotypic, habitats, adaptation, selection, populations, traits, evolutionary, phylogenetic","0.059296084972485084, 0.019041693835576988, 0.012689179366861264, 0.011301346898037735, 0.011017401086222615, 0.010430549980046276, 0.009736136404745107, 0.009358421634022507, 0.009130865510703641, 0.007892440701131967"
Topic 37,"rattus, rodent, rodents, musculus, trapping, norvegicus, natalensis, invasive, apc1, immune","0.030736833331810872, 0.020755913506056125, 0.019915048829702596, 0.018747121839594504, 0.015502846214165153, 0.012793740511395264, 0.011907713418130671, 0.011594962313302785, 0.008908832658752563, 0.008761891369006767"
Topic 38,"bat, bats, solar, wind, pipistrellus, foraging, hedgerows, roosts, turbines, buzz","0.042515807847892925, 0.032877113323143956, 0.031470395611439286, 0.02003185045384889, 0.017139307844789564, 0.01643486943350006, 0.015796430572120365, 0.01379800940640436, 0.01292290059618803, 0.009659755397062032"
Topic 39,"observers, trend, conservation, population, sampling, bird, planning, flock, deviation, spacetime","0.022559816267441343, 0.014340044111279496, 0.013587556033439146, 0.012831466123235998, 0.011918793499722134, 0.010339494628584878, 0.009461907684888268, 0.008880819809315358, 0.008723913189968352, 0.008254636842359334"
Topic 40,"climate, species, distributions, sdm, csdms, climatic, range, gcms, habitat, models","0.029686712245324282, 0.021294693324654397, 0.017450166076390144, 0.017207744883117188, 0.016963523173771675, 0.015634035594522814, 0.011609472694550548, 0.011276208435073657, 0.010061576175736837, 0.00960246383616079"
Topic 41,"invasion, invasive, niche, native, species, transferability, invasions, sdms, populations, invasiveness","0.034262957157982464, 0.031067624655162194, 0.025539327082874753, 0.022029712812788305, 0.020281618117199852, 0.01744224605673823, 0.010457296243085645, 0.01043120174912106, 0.010282366627449215, 0.007915530943163964"
Topic 42,"telomere, length, telomeres, body, life, et, chick, lifespan, postnatal, longevity","0.08289628174777001, 0.03114865219232991, 0.024239227068430125, 0.023282683061382013, 0.018957764331182632, 0.014796691942951704, 0.014549284636668006, 0.011968164366340352, 0.010181591596365062, 0.009608725490317707"
Topic 43,"breeding, foraging, niche, seabirds, nonbreeding, species, seabird, albatrosses, birds, slenderbilled","0.024512708880748496, 0.023583485812868826, 0.019184989800192058, 0.017336122575023566, 0.011092826795378305, 0.010242036254321773, 0.00966363368485629, 0.008779155920093682, 0.008475762899129663, 0.007845508190678016"
Topic 44,"fire, fires, caledonia, fwi, risk, forest, ignition, vegetation, wildfire, areas","0.06254580387388106, 0.023762595542095158, 0.02269309459761232, 0.022105798949151847, 0.01704609362036435, 0.011926575050438835, 0.01066679323634354, 0.010080828727571007, 0.00960734331685257, 0.009569853752189602"
Topic 45,"islands, atolls, atoll, species, endemics, speciation, biogeography, archipelagos, whittaker, eigenfunctions","0.050909781022066426, 0.029391052227975605, 0.020375161235360446, 0.015480382916624708, 0.013280116027111273, 0.012778794761925939, 0.012323505848428439, 0.010053685357143245, 0.009037327931751122, 0.009005887257895792"
Topic 46,"fisheries, fishing, catch, fish, mpas, spawning, mediterranean, recruitment, production, protected","0.028271545781625045, 0.027106257575985906, 0.02283014582414897, 0.016328588613136064, 0.015236370841167116, 0.0135192612731601, 0.011642368050876843, 0.011292567819038203, 0.009686163944942523, 0.009614537240018917"
Topic 47,"sperm, fertilization, ageing, ejaculate, reproductive, planeri, paternal, fluviatilis, seminal, pht","0.09192433443092413, 0.03338348799783904, 0.02114237602721404, 0.01708767015855342, 0.014009103015692158, 0.011670005384125938, 0.010936243179491788, 0.01089277445559851, 0.010874853658439688, 0.010749185722509033"
Topic 48,"snakes, tooth, shape, prey, curvature, pmm, mammals, feeding, hlusko, snake","0.028593826662306976, 0.02611037056971257, 0.023993645063656713, 0.019359857921530204, 0.017685529277279052, 0.015123838280113126, 0.010756888287901977, 0.010163795203507346, 0.009445755830803402, 0.008905080320177408"
Topic 49,"data, citsci, journals, corpus, database, metadata, research, articles, ecology, scientists","0.04730273431327951, 0.03689218613102266, 0.01622945124173464, 0.015439129517761852, 0.014477250034664452, 0.014445264991051225, 0.012312463230047123, 0.011961608868354835, 0.011321702629229874, 0.010491928913245421"
Topic 50,"phyllonorycter, sonchus, oleraceus, nematodes, species, carpodacus, lakes, herbivore, carnivora, philaenus","0.04018912967151029, 0.018078557002874588, 0.015008489411494168, 0.012597388808433758, 0.012440566541071327, 0.011871017820855468, 0.010197113834348822, 0.009921187903674415, 0.009423588499528963, 0.008647200792476616"
Topic 51,"prey, acclimation, warming, turbidity, sentis, predators, temperatures, cave, asper, labial","0.02523384444799029, 0.023461779493980574, 0.01859856685215966, 0.017943974606375153, 0.0127200658575036, 0.011649728961957043, 0.011472735463538322, 0.011294222786824236, 0.010065750979750022, 0.009199999080510972"
Topic 52,"ficus, wasp, wasps, fig, species, pollinators, trees, apocryptophagus, oviposit, pegoscapus","0.0418513725755252, 0.032437705188125845, 0.02869639167115358, 0.024192711489420746, 0.023041734917184625, 0.01880672481167797, 0.015298364941088457, 0.014515903310958356, 0.011882700535508554, 0.010056917781308123"
Topic 53,"wolbachia, spider, bassiana, mites, tetranychus, urticae, infected, fungi, females, gracillariidae","0.06554470882447248, 0.02418420209959937, 0.02124676993763471, 0.017122350266121102, 0.01700473150633304, 0.01624655350560441, 0.01274183628263843, 0.012729402520737261, 0.012204566413796901, 0.011620765397106814"
Topic 54,"owls, owl, breeding, tawny, predation, females, age, reproduction, goshawks, millon","0.0519501466528373, 0.039699595154226094, 0.03415945917741483, 0.03191873163775913, 0.029553563510585818, 0.018830014983796068, 0.018058298832622593, 0.012150102934363619, 0.011893541948530725, 0.011241887968260783"
Topic 55,"marine, climate, conservation, sdgs, ecosystem, impacts, targets, planning, areas, mpa","0.05567089726403383, 0.03176176683732193, 0.023022102153555348, 0.022170281048571744, 0.02116300119554688, 0.018330569446303152, 0.015808133986234898, 0.014959687533674453, 0.014845512315427807, 0.010659003623289084"
Topic 56,"epigenetic, methylation, epigenetics, phenotypic, thaliana, genome, ecological, plant, nonmodel, richards","0.0873687153700886, 0.06320742550232053, 0.023298898494007705, 0.015772636051172167, 0.015174018206594619, 0.013280887014406604, 0.010125139893808557, 0.010054723251114393, 0.009840316168840384, 0.009814977637484956"
Topic 57,"des, research, recherche, archive, forest, tree, ecology, privs, trangers, tablissements","0.0291250328915429, 0.026696201930568212, 0.022508409877991485, 0.019571766563384354, 0.016817270290587716, 0.014921593182026778, 0.014097490423483874, 0.011512123472384535, 0.011512123472384535, 0.011512123472384535"
Topic 58,"research, recherche, archive, des, bird, ecology, montpellier, publis, publics, tablissements","0.025489259419152466, 0.02072603205542315, 0.02052497957465243, 0.020362348769898266, 0.014047650686829163, 0.01320873362146753, 0.0129481195097751, 0.01207280387114482, 0.01207280387114482, 0.01207280387114482"
Topic 59,"gypsy, moth, manuscrit, robinet, mating, populations, invading, dispersal, dispersion, doi","0.06369586984597914, 0.05776192188824649, 0.05641089542606825, 0.030385604222973605, 0.02918102439999818, 0.02444701619818336, 0.01580433146669197, 0.012740059944507586, 0.012594564431134185, 0.012499419559533598"
Topic 60,"parasitoid, diploid, slcsd, populations, extinction, parasitoids, hosts, vortex, eggs, females","0.0671431018261764, 0.024729982915230354, 0.02450703614204869, 0.02348637866387843, 0.02213221440542286, 0.019599617084093694, 0.014704439976703556, 0.012610328323398196, 0.011607157679864116, 0.011166271590164308"
