Topic	Words	Probabilities
Topic 160	('aquaculture', 'disease', 'parasite', 'farmed', 'wild', 'salmon', 'farm', 'spillover', 'wildlife', 'goedknegt')	(0.11609181253030251, 0.05685058705644325, 0.047076303037901786, 0.04034785266877585, 0.038877993318028346, 0.032887234394502154, 0.02565643104758421, 0.02393551737305864, 0.023579548238179246, 0.021432645785864672)
Topic 161	('skua', 'albatross', 'amsterdam', 'cholera', 'disease', 'antibody', 'yellownosed', 'pm', 'infectious', 'avian')	(0.044546846740297845, 0.04166922412494363, 0.03623276839931733, 0.034540573683108436, 0.028790685454639, 0.02654867185822855, 0.023884054302627595, 0.023858090959911347, 0.023344697895362598, 0.022523544191100184)
Topic 162	('processionary', 'thaumetopoea', 'pityocampa', 'moth', 'pine', 'battisti', 'kerdelhue', 'http', 'simonato', 'allochronic')	(0.043342056060191377, 0.038557674194083916, 0.035483119957152046, 0.03337144389769754, 0.028250080750887505, 0.02478892277991903, 0.021502851436641535, 0.020068217793532562, 0.020014840144693007, 0.016496436010258252)
Topic 163	('web', 'food', 'brose', 'stability', 'ecology', 'letter', 'foodweb', 'ecosystem', 'loreau', 'nature')	(0.022835882087169038, 0.021417690224161585, 0.021283532886852537, 0.02037007588191229, 0.015722592945301327, 0.014388302080223743, 0.013824797057111485, 0.01293400153517311, 0.012811566392483244, 0.012513792536642112)
Topic 164	('termite', 'investment', 'terminal', 'reproductive', 'vibratory', 'reproduction', 'insect', 'reproductives', 'egg', 'worker')	(0.028977611076877706, 0.02394775021317071, 0.022292832622656095, 0.021602105789134914, 0.02105035808786565, 0.019216760731047014, 0.01758339541365598, 0.01754118844409045, 0.0165173387444815, 0.016419621823980005)
Topic 165	('tna', 'technology', 'innovation', 'human', 'population', 'technological', 'land', 'resource', 'agricultural', 'growth')	(0.043231685301582175, 0.040995545919404006, 0.03718905407068852, 0.029965597950058213, 0.026562552432633977, 0.025274353459920455, 0.02392742717097583, 0.021760622633625656, 0.02139706165559403, 0.020095092866080272)
Topic 166	('saddle', 'cycle', 'noise', 'crawlbys', 'crawlby', 'passage', 'xin', 'period', 'duration', 'stochasticity')	(0.11890882212032665, 0.09701811864859874, 0.06597846202425037, 0.06384665299421202, 0.06384665299421202, 0.04619051298800315, 0.03442372746014912, 0.0282980046511797, 0.027917524301180635, 0.024751557027747745)
Topic 167	('lurgi', 'sapiens', 'invasive', 'rabbit', 'humilis', 'fordham', 'ecology', 'httpsdoiorg', 'germanica', 'ritchie')	(0.018556928244224367, 0.017731292100273854, 0.016806918610275903, 0.0160455496567071, 0.013460593688440358, 0.013378660937454517, 0.013281359068260772, 0.012680339077509576, 0.011992827126776809, 0.011911825456159174)
Topic 168	('patch', 'asymmetry', 'prey', 'perturbation', 'biomass', 'perturbed', 'strenght', 'cv', 'predator', 'quvreux')	(0.11587385011284765, 0.10076069399732734, 0.06933686795051094, 0.06654969115510681, 0.06549900899863982, 0.058431899822755054, 0.0485560206664462, 0.04841278640189454, 0.048069669569214137, 0.044204053086394475)
Topic 169	('monitoring', 'learning', 'camera', 'automated', 'tracking', 'sensing', 'remote', 'deep', 'acoustic', 'unmanned')	(0.033878171359380774, 0.0235085754647903, 0.02149355708518526, 0.020805607555890338, 0.02001961972897065, 0.019380011238313295, 0.019367819379413762, 0.01785665874846412, 0.017667679280592156, 0.017029573494464625)
Topic 170	('diatom', 'foraminifera', 'ammonia', 'germanica', 'oceanense', 'schweizer', 'foraminiferal', 'sp', 'rdna', 'sequence')	(0.08641533661968717, 0.07312364506342671, 0.05995691942990365, 0.04579079448405691, 0.04324047289468643, 0.04069905555579771, 0.03964267144734342, 0.03806404497393105, 0.03784297040691699, 0.03637416909001865)
Topic 171	('oilseed', 'rape', 'tobacco', 'ramosa', 'cluster', 'hemp', 'host', 'genetic', 'crop', 'tomato')	(0.06283041822493221, 0.06058075831740527, 0.05877482029415896, 0.042748687170821656, 0.04211802463388839, 0.04057004664469706, 0.03139017792495126, 0.028775061403417016, 0.027204789705633663, 0.023983758107280553)
Topic 172	('atoll', 'island', 'pitcairn', 'endemic', 'raised', 'kiribati', 'fosberg', 'tuamotu', 'pacific', 'native')	(0.25389326234843906, 0.06815137465043608, 0.04760305500211942, 0.039946880154328394, 0.037231093684609855, 0.03706265510144228, 0.03687519218281606, 0.03686542881246609, 0.03233501748670144, 0.0288441452322495)
Topic 173	('gg', 'subsidy', 'ggg', 'gounand', 'upstream', 'gggg', 'bacteria', 'community', 'ecosystem', 'ttis')	(0.11421996694150446, 0.042379769242034654, 0.032330554072560934, 0.01947984649120846, 0.018980033342507405, 0.01740350569232614, 0.01738183203828127, 0.01727532271790647, 0.01472255184847129, 0.014340684318291719)
Topic 174	('metabolic', 'adjustment', 'persistence', 'web', 'carrying', 'rate', 'coecient', 'cbb', 'food', 'consumer')	(0.11449300845486174, 0.06978490598626255, 0.03420995379915226, 0.03346488566381597, 0.03329470496307749, 0.03325615639092319, 0.030306083681953373, 0.02981534368651254, 0.029000669156118125, 0.02550668884248839)
Topic 175	('patch', 'pdf', 'cp', 'movement', 'enrichment', 'resource', 'optimal', 'rsf', 'forager', 'unconditional')	(0.04469251492022295, 0.04404811081463667, 0.0410391988437149, 0.040720081150243344, 0.0332851073601949, 0.0323121209116572, 0.031661427345035395, 0.029847425356159224, 0.027671818924752966, 0.0261663268542986)
Topic 176	('challenged', 'insect', 'tack', 'fernandezconradi', 'herbivore', 'performance', 'preference', 'fungi', 'ecy', 'robin')	(0.08956308504939173, 0.07692000797479921, 0.06780685929611117, 0.06132259012561179, 0.061023227980307036, 0.05644158084647928, 0.05462022992257572, 0.05294937489354295, 0.05109701918317142, 0.050506880156278175)
Topic 177	('gull', 'breeding', 'immigrant', 'danchin', 'dispersal', 'slenderbilled', 'seabird', 'pradel', 'ecol', 'anim')	(0.030213835892980056, 0.029262181819281013, 0.02714650990642852, 0.025015603371740452, 0.021189777879583125, 0.020544364143087503, 0.017008285564302037, 0.01674891761717001, 0.016129500658768555, 0.015834692187210064)
Topic 178	('solea', 'pom', 'isotopic', 'luteum', 'laterna', 'linguatula', 'polychaete', 'lascaris', 'signature', 'juvenile')	(0.04734385486729222, 0.047010416497259656, 0.040704703068603416, 0.03999740585159651, 0.039764919646915343, 0.03763628537950266, 0.036938172784103517, 0.02936708162836209, 0.028287341622112386, 0.026701974406406506)
Topic 179	('damage', 'irrigation', 'tree', 'mildew', 'oak', 'leaf', 'herbivory', 'sapling', 'plot', 'chewer')	(0.05183115316163295, 0.039575480785969744, 0.03579406284609821, 0.0320542181772656, 0.03165022115508969, 0.02915732067964902, 0.027666082660506207, 0.026515744155235905, 0.024600846261673606, 0.02447934019677886)
Topic 180	('matching', 'dispersal', 'choice', 'habitat', 'range', 'probability', 'random', 'emigration', 'climate', 'mode')	(0.07202770869431364, 0.06070935380819056, 0.054810646146252064, 0.02985310794054604, 0.027920378798933575, 0.02502175806192614, 0.02403229784796525, 0.02290237583135231, 0.02270757324474177, 0.021504392371039408)
Topic 181	('microhabitat', 'comimetic', 'homomorphic', 'mimicry', 'morph', 'resource', 'heterogeneous', 'assortative', 'similarity', 'hom')	(0.14992189935095707, 0.08647848645738941, 0.07864434017869625, 0.06430475687935473, 0.06325345499501438, 0.05825307663046242, 0.050647090995422084, 0.046277927933589744, 0.04555904705856752, 0.04336974385612944)
Topic 182	('juvenile', 'resurvey', 'temperature', 'layer', 'survey', 'adult', 'zellweger', 'ontogenetic', 'baseline', 'canopy')	(0.04259652283118478, 0.0425194852006216, 0.03735829623963127, 0.03675713117894058, 0.03660284284630685, 0.03022647075486671, 0.027191582215919743, 0.025956924253292123, 0.025369429386650537, 0.024674782212173552)
Topic 183	('stochasticity', 'synchrony', 'simulation', 'abc', 'demographic', 'summary', 'statistic', 'model', 'census', 'httpwwwoikosjournalorg')	(0.0411498697903245, 0.027266772080987496, 0.026921202353293882, 0.025448569448053543, 0.021394505145804918, 0.020947381824581317, 0.01842853184690402, 0.016603494990832128, 0.016259057203446354, 0.014845032518429299)
Topic 184	('group', 'pedigree', 'kinship', 'inbreeding', 'zoo', 'pmx', 'fx', 'groupliving', 'nx', 'texas')	(0.07425734359182834, 0.0620639186949256, 0.036071977328780105, 0.03306104070480195, 0.030928887635730356, 0.02993311646130265, 0.02571264166016627, 0.02488316071399921, 0.024512486705529468, 0.02438197757121622)
Topic 185	('lepturus', 'subspecies', 'europa', 'lherminieri', 'noronha', 'ascensionis', 'europae', 'baroli', 'bermuda', 'bailloni')	(0.06521553855012577, 0.0480942628857568, 0.03953996555508248, 0.038591650115243674, 0.037596361838567585, 0.03539631039084414, 0.03491090742152704, 0.033007975939721525, 0.031091935115608194, 0.03024806288779852)
Topic 186	('mexico', 'record', 'ant', 'mexican', 'mxico', 'universidad', 'set', 'kaw', 'ecologa', 'veracruz')	(0.08026222236705109, 0.0773402088033474, 0.06798672061563152, 0.02976944476760457, 0.0220281194203861, 0.019826543389482337, 0.019786487898973477, 0.017604298170803567, 0.016182768847141118, 0.016060429435795706)
Topic 187	('stickleback', 'plated', 'anguilla', 'eel', 'swimming', 'fish', 'freshwater', 'plate', 'selection', 'morozov')	(0.05709668745349763, 0.04882556852442937, 0.03897287982313362, 0.03686999568849961, 0.03620541589716032, 0.02514306484100532, 0.024817667286546854, 0.022913181562558067, 0.020589766228330114, 0.017881218506104194)
