Topic	Words	Probabilities
Topic 24	('sphagnum', 'peatland', 'peat', 'peatlands', 'microbial', 'moss', 'phototrophic', 'testate', 'amoeba', 'bog')	(0.0567415865213878, 0.034203935188475705, 0.03351404053369604, 0.029744137055044653, 0.024859023461799957, 0.022745650474905517, 0.021085490836833042, 0.016772866749207336, 0.01613842086805492, 0.015549149226534303)
Topic 25	('equal', 'writing', 'editing', 'supporting', 'conceptualization', 'httpsorcidorg', 'review', 'investigation', 'methodology', 'draft')	(0.07874764638240192, 0.04388750097083817, 0.04005016971656419, 0.02697302590549226, 0.0225244684688523, 0.021842801884208004, 0.02121288493326901, 0.021054763447952728, 0.019591340497139835, 0.018683266371467184)
Topic 26	('horn', 'senescence', 'gaillard', 'jm', 'reproduction', 'ageing', 'reproductive', 'age', 'cost', 'festabianchet')	(0.022042584452168872, 0.02099036489629819, 0.01893883133145274, 0.014752058389101019, 0.013560517486436156, 0.01326654023426878, 0.012921519698891501, 0.012493097761599101, 0.01184194378401141, 0.011643499144740872)
Topic 27	('sequence', 'primer', 'read', 'pcr', 'dna', 'sample', 'sequencing', 'min', 'bp', 'kit')	(0.029392921982582823, 0.022890413578644322, 0.020004036949467854, 0.018954951413438254, 0.015465205771361984, 0.014615553321148894, 0.01390776075527246, 0.012138653907527828, 0.011286157113923601, 0.011132899543169565)
Topic 28	('pollen', 'pollinator', 'floral', 'flowering', 'seed', 'plant', 'owers', 'patch', 'pollination', 'stigma')	(0.04315354531763256, 0.03537242282565223, 0.020571668637273246, 0.01908020473813796, 0.017918780873538886, 0.017692908331689797, 0.01742022280289165, 0.016741509812585202, 0.016119091794747246, 0.015788444441779265)
Topic 29	('coral', 'symbiodinium', 'reef', 'bleaching', 'voolstra', 'bacterial', 'iron', 'clade', 'acropora', 'symbiodiniaceae')	(0.09032067990882718, 0.031498377065517176, 0.022721323791691655, 0.020280598830676667, 0.017726958069077096, 0.015686474738855618, 0.015652201631708676, 0.015629768629536557, 0.015372642189011593, 0.014373081730474017)
Topic 30	('occupancy', 'detection', 'count', 'probability', 'model', 'observer', 'trend', 'counting', 'site', 'sampling')	(0.03269351938398879, 0.02793086860790415, 0.021390043482831803, 0.017983515990172942, 0.01565814628350874, 0.015153845788715705, 0.012053168155677542, 0.011398505488741207, 0.010947704791872731, 0.010666077239868494)
Topic 31	('perch', 'fish', 'lake', 'pike', 'fishery', 'annecy', 'yoy', 'oscillation', 'basin', 'bourget')	(0.03109840449212581, 0.026089248684255762, 0.023795362450587425, 0.018805679674511633, 0.011171055196916746, 0.010748842772597824, 0.010598503639033207, 0.008744837818634676, 0.008711188021442886, 0.007732201434008044)
Topic 32	('forest', 'tree', 'bugmann', 'climate', 'carbon', 'tropical', 'change', 'doi', 'modelling', 'model')	(0.035673538552570445, 0.016698473769379246, 0.01612942391690127, 0.015377644797491603, 0.015247206838552093, 0.013433243041158607, 0.012763523988957087, 0.01111466088243554, 0.009759341674072431, 0.008763011960330625)
Topic 33	('nest', 'clutch', 'tit', 'cavity', 'laying', 'size', 'great', 'box', 'blue', 'extra')	(0.08071723066931784, 0.05363806914561721, 0.0535209794225705, 0.04110977617597014, 0.0332415807129207, 0.028934086762154424, 0.02811314897576895, 0.025279334786317297, 0.024375468607335797, 0.01992803807137759)
Topic 34	('fgs', 'distancedecay', 'poisson', 'neutral', 'specie', 'cluster', 'abundance', 'distance', 'richness', 'distribution')	(0.021377142273727508, 0.013045843084425288, 0.012515354872227361, 0.011695435035480687, 0.010910127166707691, 0.010712911158192968, 0.010057966426094172, 0.009980528707331555, 0.009817478074763717, 0.009537788703378068)
Topic 35	('breeding', 'brood', 'prospecting', 'rsi', 'nest', 'chick', 'female', 'rsc', 'year', 'gls')	(0.04031706829553103, 0.020147522444930063, 0.018106683637041508, 0.016771527377342495, 0.01633832186724381, 0.015722164507294977, 0.015203119496970058, 0.014426076553674162, 0.012191446424345448, 0.012052774519161057)
Topic 36	('excl', 'trait', 'sla', 'specie', 'wind', 'itv', 'height', 'false', 'environmental', 'windy')	(0.031504070037001106, 0.02859831278192996, 0.018239619323364657, 0.012459558652771584, 0.011806010366385365, 0.011378296644935169, 0.010718536798580052, 0.010606226286572356, 0.010448667627340459, 0.01014400995086515)
Topic 37	('leaf', 'trait', 'spine', 'tlp', 'defence', 'lma', 'spiny', 'sla', 'root', 'mass')	(0.04803535629684338, 0.022696885891870945, 0.01849367832646499, 0.013566055114530906, 0.013296194742909249, 0.012231497428804465, 0.010256411598550945, 0.010109882972539046, 0.009643651485734036, 0.009241156226985497)
Topic 38	('microbial', 'strain', 'metabolic', 'community', 'reaction', 'evolved', 'niche', 'od', 'flux', 'functional')	(0.03018373732482915, 0.026768121371543947, 0.023781392115844655, 0.018576639367028604, 0.01652150489018392, 0.01596048011227984, 0.013986046035844909, 0.012496377826644815, 0.011578354863796445, 0.011168058939463946)
Topic 39	('forest', 'functional', 'ancient', 'woodland', 'dark', 'diversity', 'recent', 'redundancy', 'specie', 'disturbance')	(0.030008060584081765, 0.02445285018721593, 0.018452025039761774, 0.017509666526698546, 0.01392000723743619, 0.013437620935650454, 0.013111588146829096, 0.010549778806646698, 0.010509454596557641, 0.00995608971915409)
Topic 40	('climatic', 'climate', 'csdms', 'precipitation', 'translocation', 'variable', 'trend', 'site', 'distribution', 'temperature')	(0.024965122622105252, 0.019534842779090456, 0.01617869633621731, 0.015193450685946639, 0.015096895699197067, 0.014133675369202993, 0.01284716971704253, 0.01232012325826219, 0.010849361026465026, 0.010797319299273968)
Topic 41	('soil', 'root', 'nutrient', 'exploration', 'plant', 'nitrogen', 'micronutrient', 'phosphorus', 'fire', 'biomass')	(0.038450668592366316, 0.029448049633869277, 0.027478856591950544, 0.01943361073709211, 0.016036834957009694, 0.011913821612706543, 0.010400037013101434, 0.010153161851440896, 0.009698717738336296, 0.009696344067407417)
Topic 42	('shark', 'na', 'bull', 'pacific', 'carcharhinus', 'hammerhead', 'tiger', 'hg', 'pirog', 'western')	(0.08357082590447534, 0.028837227897373204, 0.02395523090176118, 0.0217643819126038, 0.016988733273403254, 0.016930585131045603, 0.015453525316462139, 0.014590913367436356, 0.014475437936660169, 0.012617251354173764)
Topic 43	('andean', 'andes', 'diversification', 'bataua', 'pteronymia', 'dircennina', 'oleriina', 'speciation', 'oleria', 'genetic')	(0.03792149052842273, 0.0287752231013745, 0.020860134008974657, 0.01923422756202151, 0.018708567789167012, 0.014947656394630079, 0.014433932112573314, 0.014226232744405801, 0.013895074813105963, 0.013612301000310488)
Topic 44	('edna', 'metabarcoding', 'dna', 'marine', 'fish', 'depth', 'primer', 'reef', 'biodiversity', 'mifish')	(0.047076563949910485, 0.0230711071063368, 0.022478895798942338, 0.01617382864672244, 0.01452355626935436, 0.013396337191629016, 0.01236065614276654, 0.010610617301394624, 0.010072153540297077, 0.009748817677553912)
Topic 45	('pco', 'irradiance', 'calcication', 'photosynthesis', 'algae', 'coralline', 'light', 'ge', 'seawater', 'summer')	(0.04161132276225176, 0.027815697571011565, 0.027424682479820536, 0.02372986161869476, 0.022300775933242905, 0.02146978793184136, 0.02108607535873523, 0.018675398729971277, 0.018298628997986247, 0.01789629220420655)
Topic 46	('isolates', 'pst', 'virulence', 'infestans', 'nematode', 'virulent', 'potato', 'avirulent', 'striiformis', 'cyst')	(0.050836727981420034, 0.047022255171050395, 0.02738325877801934, 0.02725681673583509, 0.026030386832960325, 0.0248623066220787, 0.024002193414542843, 0.02219249065746983, 0.021609183272622644, 0.020939508168630286)
Topic 47	('rattus', 'rodent', 'apc', 'musculus', 'rat', 'session', 'norvegicus', 'locality', 'trapping', 'invasion')	(0.044873835745968635, 0.043762161374849666, 0.0396494870831504, 0.02809824857305269, 0.02505619716827865, 0.020280033563835016, 0.019169633388786966, 0.018626705528368634, 0.017643280855242447, 0.016776419158614095)
Topic 48	('stocking', 'salmon', 'dph', 'fish', 'genetic', 'perrier', 'stocked', 'atlantic', 'population', 'sex')	(0.03534820274418437, 0.02348008463118709, 0.022993139664586614, 0.020657737335062498, 0.01751222681918733, 0.014178855480500184, 0.012321757038469116, 0.012139170971721423, 0.011290808062017668, 0.01126192370231087)
Topic 49	('seed', 'dormancy', 'germination', 'seedling', 'trait', 'garden', 'turf', 'locallytransient', 'ecotype', 'provenance')	(0.06433225612539027, 0.03724574990977638, 0.03430298229915835, 0.023828206379018047, 0.012369400565729053, 0.01109813021519271, 0.010896349449310703, 0.010765632380026015, 0.010399477895884402, 0.01001671975378137)
Topic 50	('litter', 'soil', 'microbial', 'decomposition', 'mineralisation', 'decomposers', 'priming', 'homefield', 'citer', 'fanin')	(0.0653661873920651, 0.038036892456538636, 0.030608259439143217, 0.025761077831127674, 0.025392071575744465, 0.01929512991975087, 0.01840370241388031, 0.018381776042984677, 0.01696525352162037, 0.01691864419551091)
Topic 51	('dbh', 'agb', 'tree', 'basal', 'parameter', 'height', 'dpom', 'hpom', 'forclim', 'log')	(0.0340330210283801, 0.025536656932461606, 0.02323946995911297, 0.02273927111568576, 0.020944370286495675, 0.019093094654665202, 0.019036886876901818, 0.018885087546519942, 0.017123261623832788, 0.0162879760777157)
Topic 52	('egg', 'temperature', 'parasitoid', 'mine', 'thermal', 'host', 'heat', 'tolerance', 'microclimate', 'warming')	(0.055050742341144265, 0.03161658915541015, 0.022909807484753714, 0.0172325911469199, 0.01688055794568897, 0.016533818255687456, 0.015436947615918888, 0.015172916330089908, 0.01512831653581054, 0.014299257650958125)
Topic 53	('trait', 'missing', 'imputation', 'functional', 'slope', 'skr', 'dimensionality', 'index', 'database', 'subdatabase')	(0.03893845295657557, 0.036509126131405285, 0.026763905532908954, 0.021336118721438955, 0.015074329377736588, 0.014599821915271228, 0.012187940048278436, 0.012049582246718885, 0.011922555706703336, 0.011908007511436452)
Topic 54	('dive', 'seal', 'diving', 'foraging', 'trip', 'weddell', 'duration', 'ddu', 'prey', 'ice')	(0.09405605070697369, 0.0410130503563428, 0.033977951921522656, 0.030125479401300826, 0.024271347748464886, 0.02352692393383822, 0.022731110629206595, 0.0197283196445646, 0.018925226927146356, 0.018361626634797373)
Topic 55	('pesticide', 'substance', 'fauna', 'insecticide', 'soil', 'herbicide', 'pest', 'pelosi', 'fungicide', 'landscape')	(0.06927683755555726, 0.022496091088796303, 0.017019749124175424, 0.016145462249150335, 0.015534638320547118, 0.015421905479635555, 0.014372702314525126, 0.01380008027641697, 0.013690649227208114, 0.012805059854735965)
Topic 56	('dispersal', 'cell', 'fitness', 'plasticity', 'dispersing', 'trial', 'nondispersing', 'ancestor', 'genotype', 'tgp')	(0.06260375052114957, 0.034368611835159095, 0.025506110065911834, 0.0245279250191414, 0.02233074590063234, 0.021823287177314035, 0.021820841187735484, 0.021767778200600427, 0.021290850619462315, 0.017170285076882202)
Topic 57	('crop', 'seminatural', 'pollinator', 'farming', 'pollination', 'production', 'yield', 'landscape', 'animaldependent', 'tillage')	(0.07520987752430808, 0.04564112621495867, 0.03198832427438854, 0.02572830228916963, 0.024955371793577156, 0.022532117889298986, 0.021178725322443276, 0.021023895286135436, 0.020919328153366834, 0.019912962609868076)
Topic 58	('snake', 'teeth', 'tooth', 'dental', 'shape', 'pmm', 'mmc', 'prey', 'head', 'curvature')	(0.05195173811686459, 0.04307477552098742, 0.036449310251959015, 0.03175634291564488, 0.028950886117332594, 0.023544620566042184, 0.02251067515211722, 0.02230338350463202, 0.020171626470644213, 0.016862434280289135)
Topic 59	('closure', 'fishery', 'fishing', 'catch', 'stock', 'periodic', 'connectivity', 'spawning', 'balearic', 'management')	(0.04592285863543106, 0.036272744936756904, 0.03362890717456167, 0.03253018933488499, 0.02754508728379893, 0.02382170413373479, 0.020523160943004035, 0.019877102020931833, 0.017599050623376206, 0.016349543750600253)
Topic 60	('mass', 'na', 'body', 'birth', 'kg', 'date', 'adult', 'growth', 'antler', 'yearling')	(0.06497687808485607, 0.0584494770036284, 0.05797630918604182, 0.054120359702825485, 0.02999254206855502, 0.02908514606342401, 0.024210745151808547, 0.022267911219981524, 0.02207492783780225, 0.020868249507429708)
Topic 61	('lidar', 'forest', 'sensing', 'canopy', 'image', 'remote', 'agb', 'cover', 'cpa', 'degradation')	(0.046351076511362735, 0.03514605304648804, 0.02059870235549765, 0.018169096740203027, 0.017361185040115367, 0.017142026703866928, 0.016554108494631882, 0.016152171691172914, 0.014124701595113674, 0.013970339135917605)
Topic 62	('squirrel', 'female', 'columbian', 'murie', 'dobson', 'selonen', 'ground', 'offspring', 'lifetime', 'wistbacka')	(0.06096137497844602, 0.03583152490841094, 0.03400742314270288, 0.027403451945045308, 0.026548566052175253, 0.02521067103822508, 0.024637605233291664, 0.02284574293659603, 0.021176721701190847, 0.020881967673690445)
Topic 63	('fire', 'fwi', 're', 'burnt', 'escaped', 'risk', 'ignition', 'wildfire', 'ha', 'occurrence')	(0.11750593695742698, 0.04059259953276792, 0.035006196803604166, 0.028829614804746106, 0.027544404641820723, 0.0198911659459571, 0.019063862164553823, 0.018738565931045247, 0.017543590105478055, 0.01505220275004503)
Topic 64	('parasitoid', 'csd', 'diploid', 'aphid', 'host', 'ladybird', 'male', 'aphidophagous', 'slcsd', 'patchleaving')	(0.045283515433542795, 0.029772913643269682, 0.0265051895419713, 0.024193747384723907, 0.022230920335726087, 0.021998330929437225, 0.016558324263706622, 0.015592864202739112, 0.015111663574033084, 0.014928501563430637)
Topic 65	('island', 'archipelago', 'endemic', 'speciation', 'eigenfunctions', 'canary', 'biogeography', 'directional', 'azores', 'equilibrium')	(0.08249505673149247, 0.028311640738155643, 0.02479585718104508, 0.018906022702355325, 0.01634912670100544, 0.014960576538821178, 0.014129049750868454, 0.013812758521105027, 0.013584060180417547, 0.013449452584481488)
Topic 66	('root', 'diameter', 'absorptive', 'mechanical', 'transport', 'rpe', 'srl', 'dicot', 'trait', 'soil')	(0.12749776898361107, 0.035544915155791994, 0.03474659773483054, 0.03276203364397493, 0.02418794352469676, 0.02254848784957761, 0.020492412570211727, 0.0179043809005769, 0.01776251242243064, 0.01770524271263311)
Topic 67	('butterfly', 'urban', 'urbanization', 'garden', 'landscape', 'ower', 'visitor', 'conservation', 'julliard', 'naturalness')	(0.030987144547714673, 0.024272540442837946, 0.021950311741783485, 0.0217603250686962, 0.019368880435911322, 0.014846863046073343, 0.014750596500736145, 0.013498318933181194, 0.01262650949948362, 0.010981113862111634)
Topic 68	('parasite', 'host', 'leucocytozoon', 'plasmodium', 'lineage', 'prevalence', 'bl', 'parus', 'malaria', 'blood')	(0.05249512505263479, 0.027288247787765244, 0.023167221782613937, 0.019942196822945568, 0.018454024011987213, 0.017783912847412004, 0.017140987712384616, 0.017038756975543926, 0.01662513278529366, 0.016587637030794435)
Topic 69	('chough', 'visitor', 'model', 'temperature', 'aic', 'monthly', 'habitat', 'variable', 'selection', 'summer')	(0.023270551036711155, 0.02060051706834706, 0.016499474588112604, 0.014692139809126413, 0.013192071239484472, 0.013076052670482207, 0.01249617477418044, 0.012292983151584334, 0.011944183499324499, 0.011218824745198438)
Topic 70	('immune', 'antibody', 'immunity', 'roe', 'deer', 'haptoglobin', 'vaccination', 'age', 'haemagglutination', 'tick')	(0.046719828193893254, 0.03492797230752528, 0.031505291459316645, 0.026892484136632096, 0.026646935661641717, 0.019281977052935145, 0.018731947804726617, 0.018415650580720987, 0.017407096503406966, 0.015874590785821638)
Topic 71	('mountain', 'alpine', 'plant', 'httpsdoiorg', 'warming', 'climate', 'change', 'ecology', 'org', 'rixen')	(0.018364526884011863, 0.01810467037146716, 0.01687265519759349, 0.013321951721024995, 0.012366655971421794, 0.012123112548181792, 0.010715433925837108, 0.010396357884232104, 0.009891154753566903, 0.008908419514940487)
Topic 72	('telomere', 'troc', 'length', 'lifespan', 'life', 'tl', 'pc', 'body', 'criscuolo', 'shortening')	(0.13066515114157878, 0.0418512807761073, 0.03168333479511826, 0.029611053766407897, 0.02796809537831551, 0.02399742415716847, 0.021731878011911936, 0.019640643834231527, 0.0196127386908335, 0.01935003430272391)
Topic 73	('sperm', 'male', 'fertilization', 'ageing', 'ejaculate', 'ph', 'allocation', 'competition', 'planeri', 'seminal')	(0.11293310462315946, 0.03591333262975337, 0.03514071841195766, 0.03395742490471872, 0.02300455652722484, 0.02048675139257935, 0.019956891143246187, 0.019023501516127812, 0.018085439448413447, 0.01803853501898042)
Topic 74	('mosquito', 'aegypti', 'aedes', 'vector', 'infection', 'borne', 'disease', 'oviposition', 'culicis', 'parasite')	(0.09986145281300272, 0.03536283629445456, 0.03329462186671052, 0.02046843221035639, 0.01941350420902085, 0.019005311194828196, 0.018036752855265393, 0.015601548025016065, 0.014352096428186257, 0.013991755845200548)
Topic 75	('primer', 'set', 'sample', 'motus', 'sequence', 'read', 'bat', 'variant', 'taxonomic', 'dna')	(0.05833566220113499, 0.02928003904861255, 0.026358265642102387, 0.023604215367277987, 0.02197535902120276, 0.021109803060235452, 0.020079872654032174, 0.018191884208280485, 0.0168136139126432, 0.01674464183568616)
Topic 76	('feather', 'oxidative', 'plumage', 'pigeon', 'carotenoid', 'zinc', 'iridescent', 'coloration', 'galvn', 'colouration')	(0.07638501690625528, 0.04765611734083151, 0.03321852784721142, 0.028215141994891658, 0.028024008097996187, 0.027823265022740382, 0.026040580492066586, 0.023253158015085887, 0.021609632204722284, 0.02110434354449897)
Topic 77	('butterfly', 'mimicry', 'heliconiini', 'mimetic', 'colour', 'cg', 'wing', 'cgs', 'evolution', 'lepidoptera')	(0.04929761535650173, 0.03754504189890955, 0.02041800472288758, 0.019082363519137394, 0.017149068604097203, 0.016853846084257627, 0.015908929848978737, 0.014821632502934065, 0.014656585698421392, 0.01408152504431179)
Topic 78	('wing', 'colour', 'mimicry', 'timareta', 'conspicuousness', 'phenotype', 'melpomene', 'spot', 'ring', 'derived')	(0.0681839870405554, 0.04962714988764553, 0.04923840590765669, 0.037449504993896474, 0.03269388387108532, 0.03004490976890987, 0.02860766838126831, 0.027035309866861666, 0.024874415222619285, 0.0240544893545626)
Topic 79	('nutrient', 'cycling', 'consumer', 'web', 'food', 'producer', 'mineral', 'biomass', 'enrichment', 'cv')	(0.09173478897884545, 0.04327258386051893, 0.041618311404624506, 0.03645293831952093, 0.03615089869924468, 0.034783693624061904, 0.03203673656479502, 0.03126047964977057, 0.03015704089013691, 0.02987576524543875)
Topic 80	('web', 'logbody', 'prey', 'predation', 'food', 'eciency', 'predator', 'ki', 'yf', 'conversion')	(0.04210479403337788, 0.03703971416715211, 0.034931952154301386, 0.03441364068593959, 0.03201918233393775, 0.03193957841091426, 0.02873850641359066, 0.0257761123424727, 0.024839908576988916, 0.02480296708810781)
Topic 81	('fishery', 'fish', 'marine', 'recherche', 'document', 'reef', 'closure', 'public', 'coastal', 'sh')	(0.02462621317704869, 0.024143768135578798, 0.01761861611764774, 0.012005407355007831, 0.011250100837868414, 0.00977580365425492, 0.009504610385592591, 0.008990849977040874, 0.008955422265419077, 0.008902091365013482)
Topic 82	('fish', 'intestinal', 'zooplankton', 'medaka', 'trophic', 'body', 'stomach', 'shoaling', 'size', 'solitary')	(0.052775425834813754, 0.05210448069126548, 0.03809548283686322, 0.03506951719001968, 0.027242776528859262, 0.025362786412893246, 0.024582358193678683, 0.020195287463784888, 0.019932635089599932, 0.01878229278269957)
Topic 83	('mixture', 'monoculture', 'weed', 'biomass', 'pearl', 'sorghum', 'yield', 'sudangrass', 'millet', 'legume')	(0.05855587013252016, 0.053799142144334594, 0.04396564242103333, 0.037146865875326965, 0.03219069738460351, 0.031240608160876034, 0.03086372243912014, 0.029819879015426213, 0.02930098493980119, 0.028862202429179876)
