,bt5,bt6,bt7,bt8,bt9,bt10,bt11,bt12,bt13,lda6
Topic 426,11.279744812695226,,,,,,,,,
Topic 427,5.989828572571092,,,,,,,,,
Topic 428,18.039519434553352,,,,,,,,,
Topic 429,10.889576702608178,,,,,,,,,
Topic 430,11.991532456084261,,,,,,,,,
Topic 431,9.798439412479098,,,,,,,,,
Topic 432,10.734183399254778,,,,,,,,,
Topic 433,7.639620883310243,,,,,,,,,
Topic 434,7.710707684018215,,,,,,,,,
Topic 435,8.949160499429366,,,,,,,,,
Topic 436,13.39145993812006,,,,,,,,,
Topic 437,6.757061258364615,,,,,,,,,
Topic 438,6.408240075250317,,,,,,,,,
Topic 439,7.275871698127395,,,,,,,,,
Topic 440,4.10492095241462,,,,,,,,,
Topic 441,10.295611314447367,,,,,,,,,
Topic 442,9.07344142596599,,,,,,,,,
Topic 443,10.61264002288866,,,,,,,,,
Topic 444,6.685074570122349,,,,,,,,,
Topic 445,8.57811340353406,,,,,,,,,
Topic 446,11.581749052294217,,,,,,,,,
Topic 447,7.645988342060069,,,,,,,,,
Topic 448,9.037439418027594,,,,,,,,,
Topic 449,12.933587745477388,,,,,,,,,
Topic 450,7.333833875000494,,,,,,,,,
Topic 451,8.277974064533197,,,,,,,,,
Topic 452,10.941694320208462,,,,,,,,,
Topic 453,12.479134021177988,,,,,,,,,
Topic 454,13.283599465363253,,,,,,,,,
Topic 455,16.494509989329597,,,,,,,,,
Topic 456,8.454059164441082,,,,,,,,,
Topic 457,9.707525787225427,,,,,,,,,
Topic 458,8.780696352362495,,,,,,,,,
Topic 459,14.648215602361706,,,,,,,,,
Topic 460,8.23400287148196,,,,,,,,,
Topic 461,6.911162160324824,,,,,,,,,
Topic 462,11.648923851107797,,,,,,,,,
Topic 463,12.823236724533578,,,,,,,,,
Topic 464,9.98245584138919,,,,,,,,,
Topic 465,5.113976157881141,,,,,,,,,
Topic 466,17.79091974382206,,,,,,,,,
Topic 467,7.817001429567123,,,,,,,,,
Topic 468,12.800002238037656,,,,,,,,,
Topic 469,9.481971047506647,,,,,,,,,
Topic 470,11.912372345546917,,,,,,,,,
Topic 471,9.101330783505315,,,,,,,,,
Topic 472,11.336416871768584,,,,,,,,,
Topic 473,10.401284150559505,,,,,,,,,
Topic 474,10.027770467202705,,,,,,,,,
Topic 475,12.549402373160024,,,,,,,,,
Topic 476,12.655649053968972,,,,,,,,,
Topic 477,5.270093727908113,,,,,,,,,
Topic 478,9.666814292413624,,,,,,,,,
Topic 479,8.746221530618216,,,,,,,,,
Topic 480,5.2964207447778815,,,,,,,,,
Topic 481,6.44297220360132,,,,,,,,,
Topic 482,13.296238868054065,,,,,,,,,
Topic 483,8.691549644567583,,,,,,,,,
Topic 484,7.772207795780979,,,,,,,,,
Topic 485,8.150829916067106,,,,,,,,,
Topic 486,8.567439178986223,,,,,,,,,
Topic 487,9.738932905962915,,,,,,,,,
Topic 488,7.156431010100144,,,,,,,,,
Topic 489,3.1094056521213775,,,,,,,,,
Topic 490,4.816832781315177,,,,,,,,,
Topic 491,8.601035203962569,,,,,,,,,
Topic 492,5.656864609187597,,,,,,,,,
Topic 493,24.174773311295386,,,,,,,,,
Topic 494,13.96910752458423,,,,,,,,,
Topic 495,7.949570281874813,,,,,,,,,
Topic 496,13.215941798367211,,,,,,,,,
Topic 497,6.903342939985367,,,,,,,,,
Topic 498,10.03158205042568,,,,,,,,,
Topic 499,8.766282916565869,,,,,,,,,
Topic 500,3.073763995446162,,,,,,,,,
Topic 501,9.445839323850056,,,,,,,,,
Topic 502,8.826045361504063,,,,,,,,,
Topic 503,13.772240017706771,,,,,,,,,
Topic 504,17.38255501116954,,,,,,,,,
Topic 505,16.373688006502373,,,,,,,,,
Topic 506,13.170463201981732,,,,,,,,,
Topic 507,15.874154951348446,,,,,,,,,
Topic 508,11.424319876401343,,,,,,,,,
Topic 509,6.601646003986748,,,,,,,,,
Topic 510,11.603107436449013,,,,,,,,,
Topic 511,9.541667762127242,,,,,,,,,
Topic 512,8.965779523865876,,,,,,,,,
Topic 513,10.705849981440124,,,,,,,,,
Topic 514,10.337720186521814,,,,,,,,,
Topic 515,9.355142092006284,,,,,,,,,
Topic 516,8.788994611448993,,,,,,,,,
Topic 517,5.856247786484793,,,,,,,,,
Topic 518,6.518075622837463,,,,,,,,,
Topic 519,13.781367702867874,,,,,,,,,
Topic 520,6.446249688369989,,,,,,,,,
Topic 521,5.465420273821919,,,,,,,,,
Topic 522,11.970835857677443,,,,,,,,,
Topic 523,7.63065854281234,,,,,,,,,
Topic 524,5.130354813033721,,,,,,,,,
Topic 525,9.682818691647912,,,,,,,,,
Topic 526,12.41350732450299,,,,,,,,,
Topic 527,7.562374417846906,,,,,,,,,
Topic 528,6.877294191514934,,,,,,,,,
Topic 529,15.799859157840512,,,,,,,,,
Topic 530,6.710365967949147,,,,,,,,,
Topic 531,5.553251479304596,,,,,,,,,
Topic 532,19.35053900487992,,,,,,,,,
Topic 533,9.319155789791822,,,,,,,,,
Topic 534,16.105878155479477,,,,,,,,,
0,,,,,,,,,,0.23808578296609378
1,,,,,,,,,,0.27414035789968444
2,,,,,,,,,,0.5217144117258743
3,,,,,,,,,,0.49833874744255935
4,,,,,,,,,,0.25961535487104737
5,,,,,,,,,,0.48864623814392016
6,,,,,,,,,,0.3231057429363182
7,,,,,,,,,,0.5787237081023705
8,,,,,,,,,,0.5723493725613621
9,,,,,,,,,,0.4848121803283593
10,,,,,,,,,,0.6030475580184708
11,,,,,,,,,,0.20980865713497784
12,,,,,,,,,,0.2851776963911661
13,,,,,,,,,,0.4779673417030556
14,,,,,,,,,,0.3712114397465856
15,,,,,,,,,,0.38592761656434277
16,,,,,,,,,,0.2884660642414849
17,,,,,,,,,,0.41572271688749807
18,,,,,,,,,,0.3273855819561992
19,,,,,,,,,,0.5596695344672016
20,,,,,,,,,,0.5167421886867897
21,,,,,,,,,,0.24966290316841908
22,,,,,,,,,,0.3368371855510939
23,,,,,,,,,,0.21993170975952314
24,,,,,,,,,,0.497724330078026
25,,,,,,,,,,0.5251164585893684
26,,,,,,,,,,0.3833374014779781
27,,,,,,,,,,0.4400387896090584
28,,,,,,,,,,0.6541024882806609
29,,,,,,,,,,0.2232146336517035
30,,,,,,,,,,0.36889384554414756
31,,,,,,,,,,0.11422745919281599
32,,,,,,,,,,0.289286452902962
33,,,,,,,,,,0.5168752710764136
34,,,,,,,,,,0.3090694782297696
35,,,,,,,,,,0.4945992661740829
36,,,,,,,,,,0.496064145990272
37,,,,,,,,,,0.3320265112918258
38,,,,,,,,,,0.28678108433234917
39,,,,,,,,,,0.6929231298171424
40,,,,,,,,,,0.4637105036231542
41,,,,,,,,,,0.4124740154505383
42,,,,,,,,,,0.8013596202245385
43,,,,,,,,,,0.5058280384491035
44,,,,,,,,,,0.3571575874182148
45,,,,,,,,,,0.2939109779286242
46,,,,,,,,,,0.19050662862157547
47,,,,,,,,,,0.7421374204001813
48,,,,,,,,,,0.5247726177305448
49,,,,,,,,,,0.3490219306538933
50,,,,,,,,,,0.4559284619562509
51,,,,,,,,,,0.407286423272041
52,,,,,,,,,,0.38244155196295726
53,,,,,,,,,,0.3385363267993855
54,,,,,,,,,,0.37808362658634437
55,,,,,,,,,,0.390517806722324
56,,,,,,,,,,0.38288078740790654
57,,,,,,,,,,0.5937586611856756
58,,,,,,,,,,0.36914316968450456
59,,,,,,,,,,0.39811901226289964
60,,,,,,,,,,0.3989485691548013
61,,,,,,,,,,0.25672902432646083
62,,,,,,,,,,0.2971003052388567
63,,,,,,,,,,0.5350292606398839
64,,,,,,,,,,0.16052530669548876
65,,,,,,,,,,0.41736443311689214
66,,,,,,,,,,0.36920678060430634
67,,,,,,,,,,0.15476702375673818
68,,,,,,,,,,0.626109559236144
69,,,,,,,,,,0.5090689539458884
